governorate,constituency,imada,total_voters,sibling_cliques_count,sibling_voters_count,sibling_voters_pct,parental_ties_count,max_sibling_set_size
صفاقس,منزل شاكر,منزل شاكر,5103,601,1612,31.59,746,8
قابس,الحامة - الحامة الغربية,البحاير,1680,302,994,59.17,565,11
قابس,الحامة - الحامة الغربية,الحبيب ثامر,4735,905,2751,58.1,1235,12
قابس,الحامة - الحامة الغربية,القصر,7145,1151,3116,43.61,1332,9
قابس,غنوش - المطوية - وذرف - منزل الحبيب,الفجيج,583,115,333,57.12,134,7
قابس,غنوش - المطوية - وذرف - منزل الحبيب,المطوية الجنوبية,7526,1120,2844,37.79,1151,9
قابس,غنوش - المطوية - وذرف - منزل الحبيب,المطوية الشمالية,1853,226,556,30.01,265,5
قابس,غنوش - المطوية - وذرف - منزل الحبيب,المهاملة,1157,108,299,25.84,125,9
قابس,غنوش - المطوية - وذرف - منزل الحبيب,منزل الحبيب,2584,443,1327,51.35,635,15
قابس,غنوش - المطوية - وذرف - منزل الحبيب,وادي الزيتون,901,163,435,48.28,203,9
قابس,غنوش - المطوية - وذرف - منزل الحبيب,وذرف الجنوبية,3785,708,1859,49.11,720,8
قابس,غنوش - المطوية - وذرف - منزل الحبيب,وذرف الشمالية,4100,729,1767,43.1,679,6
صفاقس,طينة,الحاجب,14092,1860,4744,33.66,2695,12
صفاقس,طينة,سيد عبيد,6759,795,1904,28.17,906,9
صفاقس,طينة,طينة,21447,2599,6561,30.59,4105,27
صفاقس,عقارب,التربة,3713,571,1463,39.4,751,8
قابس,غنوش - المطوية - وذرف - منزل الحبيب,غنوش الجنوبية,6856,1342,3653,53.28,1161,11
قابس,غنوش - المطوية - وذرف - منزل الحبيب,غنوش الشرقية,4786,747,1853,38.72,664,6
قابس,غنوش - المطوية - وذرف - منزل الحبيب,غنوش الشمالية,2771,484,1305,47.09,597,8
قابس,غنوش - المطوية - وذرف - منزل الحبيب,غنوش الغربية,6884,1211,3515,51.06,1957,18
قابس,الحامة - الحامة الغربية,المنطقة الشرقية 1,15333,2115,5213,34.0,1518,9
قابس,الحامة - الحامة الغربية,المنطقة الشرقية 2,4450,847,2575,57.87,1390,12
قابس,الحامة - الحامة الغربية,المنطقة الشمالية,3313,520,1469,44.34,753,10
قابس,الحامة - الحامة الغربية,المنطقة الغربية,4584,908,2688,58.64,1354,9
قابس,مارث - دخيلة توجان - مطماطة - مطماطة الجديدة,الزراوة,1848,342,1016,54.98,486,8
قابس,مارث - دخيلة توجان - مطماطة - مطماطة الجديدة,الزركين,1669,271,695,41.64,337,6
قابس,مارث - دخيلة توجان - مطماطة - مطماطة الجديدة,العلاية,1794,308,868,48.38,524,7
قابس,مارث - دخيلة توجان - مطماطة - مطماطة الجديدة,بني زلطن,1341,160,395,29.46,190,6
قابس,مارث - دخيلة توجان - مطماطة - مطماطة الجديدة,بني عيسى,551,77,209,37.93,80,6
قابس,مارث - دخيلة توجان - مطماطة - مطماطة الجديدة,تشين,954,144,382,40.04,192,7
قابس,مارث - دخيلة توجان - مطماطة - مطماطة الجديدة,تمزرط,778,121,314,40.36,156,7
قابس,مارث - دخيلة توجان - مطماطة - مطماطة الجديدة,توجان,698,94,245,35.1,159,6
قابس,قابس المدينة - قابس الغربية,شنني الشرقية,4097,603,1496,36.51,696,8
قابس,قابس المدينة - قابس الغربية,شنني الشمالية,1987,288,714,35.93,297,7
قابس,قابس المدينة - قابس الغربية,شنني الغربية,3198,450,1092,34.15,482,7
قابس,مارث - دخيلة توجان - مطماطة - مطماطة الجديدة,الزارات,6370,1023,2702,42.42,1392,9
قابس,مارث - دخيلة توجان - مطماطة - مطماطة الجديدة,دخيلة توجان,4699,820,2368,50.39,1267,12
قابس,مارث - دخيلة توجان - مطماطة - مطماطة الجديدة,زريق الغندري,1899,227,688,36.23,440,10
قابس,مارث - دخيلة توجان - مطماطة - مطماطة الجديدة,زمرتن,888,158,468,52.7,308,10
قابس,مارث - دخيلة توجان - مطماطة - مطماطة الجديدة,سيدي التواتي,2219,340,957,43.13,610,9
قابس,قابس الجنوبية,زريق الدخلانية,5102,688,1792,35.12,926,9
قابس,قابس الجنوبية,سيدي بولبابة,20115,2118,5119,25.45,2531,8
قابس,قابس الجنوبية,ليماوة,515,93,266,51.65,150,6
قابس,قابس المدينة - قابس الغربية,الجواولة,1055,132,313,29.67,172,7
قابس,قابس المدينة - قابس الغربية,المنطقة الرابعة,6283,498,1187,18.89,520,5
قابس,قابس المدينة - قابس الغربية,النحال,2098,353,974,46.43,467,6
قابس,قابس المدينة - قابس الغربية,بوشمة,9660,1724,4856,50.27,2190,11
قابس,قابس المدينة - قابس الغربية,شط سيدي عبد السلام,6934,1202,3269,47.14,1324,8
قابس,مارث - دخيلة توجان - مطماطة - مطماطة الجديدة,عرام,4203,755,2358,56.1,1609,14
قابس,مارث - دخيلة توجان - مطماطة - مطماطة الجديدة,عين تونين,1887,294,843,44.67,576,14
قابس,مارث - دخيلة توجان - مطماطة - مطماطة الجديدة,عيون الزركين,2758,494,1412,51.2,1015,15
قابس,مارث - دخيلة توجان - مطماطة - مطماطة الجديدة,كتانة,4393,750,2172,49.44,1189,14
قابس,قابس الجنوبية,الأمازير,745,129,382,51.28,166,7
قابس,قابس الجنوبية,المدو,1894,305,830,43.82,349,7
قابس,قابس الجنوبية,المنطقة الخامسة,15138,1244,3015,19.92,1530,8
قابس,قابس الجنوبية,تبلبو,16033,2001,5139,32.05,2390,8
قابس,مارث - دخيلة توجان - مطماطة - مطماطة الجديدة,هداج,1898,286,723,38.09,390,8
قابس,مارث - دخيلة توجان - مطماطة - مطماطة الجديدة,واريفين,428,68,171,39.95,100,5
قبلي,دوز,العبادلة,4020,728,2111,52.51,1012,15
قبلي,دوز,العذارة,3101,601,2018,65.08,1569,17
قابس,قابس المدينة - قابس الغربية,الرماثي,1719,329,1059,61.61,528,13
قابس,قابس المدينة - قابس الغربية,المنطقة الأولى,5163,484,1162,22.51,435,8
قابس,قابس المدينة - قابس الغربية,المنطقة الثالثة,16930,1787,4384,25.89,1657,8
قابس,قابس المدينة - قابس الغربية,المنطقة الثانية,6923,817,1969,28.44,719,6
قبلي,فوار - رجيم معتوق,الصابرية الشرقية,2216,435,1234,55.69,580,8
قبلي,فوار - رجيم معتوق,الصابرية الغربية,3309,600,1818,54.94,1037,12
قبلي,فوار - رجيم معتوق,المطروحة,166,25,79,47.59,58,9
قبلي,فوار - رجيم معتوق,بشني - الدرجين,1763,304,1038,58.88,548,12
قبلي,قبلي - سوق الأحد,البليدات,2271,429,1648,72.57,1071,16
قبلي,قبلي - سوق الأحد,الرابطة,1411,276,733,51.95,305,9
قبلي,قبلي - سوق الأحد,الزوية,1560,325,1033,66.22,472,12
قبلي,قبلي - سوق الأحد,القطعاية,1175,215,830,70.64,491,10
قبلي,دوز,دوز الغربية,4744,829,2476,52.19,1357,14
قبلي,دوز,غليسية,2383,437,1598,67.06,1108,17
قبلي,دوز,نويل الجنوبية,1846,377,1218,65.98,659,10
قبلي,دوز,نويل الشمالية,1895,355,1313,69.29,988,22
قبلي,فوار - رجيم معتوق,رجيم معتوق,2547,380,1068,41.93,649,9
قبلي,فوار - رجيم معتوق,غريب,2991,530,1611,53.86,762,15
قبلي,فوار - رجيم معتوق,غيدمة,1908,357,1226,64.26,740,12
قبلي,قبلي - سوق الأحد,أم الصمعة,4474,813,2336,52.21,883,10
قبلي,قبلي - سوق الأحد,تنبيب,1574,325,1035,65.76,541,13
قبلي,قبلي - سوق الأحد,جرسين,1945,403,1227,63.08,720,13
قبلي,قبلي - سوق الأحد,جمنة الجنوبية,3020,578,1833,60.7,857,13
قبلي,قبلي - سوق الأحد,جمنة الشمالية,2405,452,1454,60.46,765,12
قبلي,قبلي - سوق الأحد,جنعورة,2901,506,1660,57.22,925,12
قبلي,قبلي - سوق الأحد,سعيدان,1035,155,457,44.15,212,7
قبلي,قبلي - سوق الأحد,طنبار,3497,640,1908,54.56,847,12
قبلي,قبلي - سوق الأحد,فطناسة,2075,419,1182,56.96,403,10
قبلي,قبلي - سوق الأحد,بشلى,3255,633,2145,65.9,1117,16
قبلي,قبلي - سوق الأحد,بني محمد,1954,324,1060,54.25,575,13
قبلي,قبلي - سوق الأحد,بو عبد الله,5877,964,2586,44.0,989,9
قبلي,قبلي - سوق الأحد,تلمين,1786,364,1099,61.53,468,10
قبلي,قبلي - سوق الأحد,المنشية,5495,986,2783,50.65,1111,13
قبلي,قبلي - سوق الأحد,المنصورة,3090,568,1569,50.78,584,9
قبلي,قبلي - سوق الأحد,بازمة,3903,726,2125,54.45,990,11
قبلي,قبلي - سوق الأحد,بشري,2847,541,1528,53.67,794,9
قبلي,دوز,العوينة الجنوبية,4407,821,2603,59.07,1237,12
قبلي,دوز,العوينة الشمالية,3655,652,2492,68.18,1606,20
قبلي,دوز,القلعة,6556,1213,3469,52.91,1682,10
قبلي,دوز,دوز الشرقية,5648,1000,3044,53.9,1464,13
قابس,مارث - دخيلة توجان - مطماطة - مطماطة الجديدة,مارث,13922,1541,3916,28.13,1724,13
قابس,مارث - دخيلة توجان - مطماطة - مطماطة الجديدة,مارث الشمالية,7015,1043,2702,38.52,1241,8
قابس,مارث - دخيلة توجان - مطماطة - مطماطة الجديدة,مطماطة,4173,405,952,22.81,309,8
قابس,مارث - دخيلة توجان - مطماطة - مطماطة الجديدة,مطماطة الجديدة,6770,932,2316,34.21,978,7
قفصة,أم العرائس - سيدي بوبكر - الرديف - المتلوي - المضيلة,الرديف المركز,3954,616,1548,39.15,496,8
قفصة,أم العرائس - سيدي بوبكر - الرديف - المتلوي - المضيلة,السقي,286,38,97,33.92,41,6
قفصة,أم العرائس - سيدي بوبكر - الرديف - المتلوي - المضيلة,السويطير,188,20,52,27.66,15,5
قفصة,أم العرائس - سيدي بوبكر - الرديف - المتلوي - المضيلة,الشنوفية,628,84,240,38.22,115,7
قفصة,أم العرائس - سيدي بوبكر - الرديف - المتلوي - المضيلة,كريشة النعام,165,22,57,34.55,6,4
قفصة,أم العرائس - سيدي بوبكر - الرديف - المتلوي - المضيلة,وادي الارطة,1795,327,1105,61.56,643,17
قفصة,القطار - بلخير - السند,أولاد الحاج,1508,288,1024,67.9,566,12
قفصة,القطار - بلخير - السند,الأرطس,1116,189,583,52.24,236,8
قبلي,قبلي - سوق الأحد,نقة,2893,544,1739,60.11,982,12
قفصة,أم العرائس - سيدي بوبكر - الرديف - المتلوي - المضيلة,أم الأقصاب,1706,282,797,46.72,303,10
قفصة,أم العرائس - سيدي بوبكر - الرديف - المتلوي - المضيلة,الثالجة,4557,719,1844,40.47,778,8
قفصة,أم العرائس - سيدي بوبكر - الرديف - المتلوي - المضيلة,الحي العمالي,5931,905,2389,40.28,846,9
قبلي,قبلي - سوق الأحد,قبلي الجنوبية,5160,607,1491,28.9,487,7
قبلي,قبلي - سوق الأحد,قبلي الشرقية,4546,603,1450,31.9,577,7
قبلي,قبلي - سوق الأحد,قبلي الشمالية,5265,633,1548,29.4,560,7
قبلي,قبلي - سوق الأحد,ليماقس-استفطيمية,1922,370,1093,56.87,485,13
قفصة,أم العرائس - سيدي بوبكر - الرديف - المتلوي - المضيلة,حي الامل الشرقي,7079,1035,2743,38.75,946,9
قفصة,أم العرائس - سيدي بوبكر - الرديف - المتلوي - المضيلة,حي الامل الغربي,2209,366,1040,47.08,499,7
قفصة,أم العرائس - سيدي بوبكر - الرديف - المتلوي - المضيلة,سيدي بوبكر,2177,360,957,43.96,437,8
قفصة,أم العرائس - سيدي بوبكر - الرديف - المتلوي - المضيلة,صهيب,1682,262,757,45.01,244,8
قفصة,القطار - بلخير - السند,الساكت,1132,226,690,60.95,309,7
قفصة,القطار - بلخير - السند,السند,7595,1055,2699,35.54,984,9
قفصة,القطار - بلخير - السند,السند الشمالية,1446,172,431,29.81,167,6
قفصة,القطار - بلخير - السند,الطلح الشرقية,1013,203,573,56.56,270,7
قفصة,القطار - بلخير - السند,الطلح الغربية,1812,322,923,50.94,401,8
قفصة,القطار - بلخير - السند,العنق,1882,352,1101,58.5,502,9
قفصة,القطار - بلخير - السند,العيايشة,2342,440,1390,59.35,742,11
قفصة,القطار - بلخير - السند,القطار الشرقية,4577,774,2212,48.33,932,9
قفصة,أم العرائس - سيدي بوبكر - الرديف - المتلوي - المضيلة,الدوارة,1744,290,924,52.98,711,15
قفصة,أم العرائس - سيدي بوبكر - الرديف - المتلوي - المضيلة,الرديف الجنوبية,5611,849,2349,41.86,1293,11
قفصة,أم العرائس - سيدي بوبكر - الرديف - المتلوي - المضيلة,الرديف الشمالية,3704,607,1698,45.84,754,15
قفصة,أم العرائس - سيدي بوبكر - الرديف - المتلوي - المضيلة,الرديف المحطة,9896,1545,4100,41.43,1586,13
قفصة,أم العرائس - سيدي بوبكر - الرديف - المتلوي - المضيلة,المتلوي المحطة,5163,841,2278,44.12,807,9
قفصة,أم العرائس - سيدي بوبكر - الرديف - المتلوي - المضيلة,المتلوي المركز,6588,896,2325,35.29,722,9
قفصة,أم العرائس - سيدي بوبكر - الرديف - المتلوي - المضيلة,المزيرعة,3634,662,2136,58.78,1014,17
قفصة,أم العرائس - سيدي بوبكر - الرديف - المتلوي - المضيلة,المظيلة المركز,4612,711,2076,45.01,913,15
قفصة,أم العرائس - سيدي بوبكر - الرديف - المتلوي - المضيلة,المقرون,909,118,305,33.55,97,10
قفصة,أم العرائس - سيدي بوبكر - الرديف - المتلوي - المضيلة,ام العرائس المحطة,13162,2112,6487,49.29,4161,21
قفصة,أم العرائس - سيدي بوبكر - الرديف - المتلوي - المضيلة,ام العرائس المركز,6446,901,2899,44.97,2101,21
قفصة,أم العرائس - سيدي بوبكر - الرديف - المتلوي - المضيلة,تابديت,932,170,487,52.25,216,11
قفصة,القطار - بلخير - السند,القطار الغربية,5835,890,2177,37.31,790,7
قفصة,القطار - بلخير - السند,بئر سعد,827,143,416,50.3,232,16
قفصة,القطار - بلخير - السند,بلخير,3864,638,1847,47.8,567,9
قفصة,القطار - بلخير - السند,جبيلة الوسط,2251,426,1169,51.93,498,8
قفصة,قفصة الشمالية - سيدي عيش - القصر - زانوش,الرحيبة الجنوبية,831,94,263,31.65,94,6
قفصة,قفصة الشمالية - سيدي عيش - القصر - زانوش,السوينية,592,82,241,40.71,85,12
قفصة,قفصة الشمالية - سيدي عيش - القصر - زانوش,العمايمية,776,123,325,41.88,115,6
قفصة,قفصة الشمالية - سيدي عيش - القصر - زانوش,الفج,1281,174,492,38.41,189,7
قفصة,قفصة الشمالية - سيدي عيش - القصر - زانوش,سيدي عيش الشرقية,971,171,469,48.3,250,7
قفصة,قفصة الشمالية - سيدي عيش - القصر - زانوش,عبد الصادق,3868,471,1273,32.91,548,8
قفصة,قفصة الشمالية - سيدي عيش - القصر - زانوش,عمرة,1324,173,468,35.35,198,7
قفصة,قفصة الشمالية - سيدي عيش - القصر - زانوش,قصور الاخوة,581,90,260,44.75,98,7
قفصة,قفصة الجنوبية,كاف دربي,1459,194,575,39.41,280,9
قفصة,قفصة الجنوبية,وادي ايلو,7126,912,2191,30.75,781,6
قفصة,قفصة الشمالية - سيدي عيش - القصر - زانوش,الجديدة,2968,416,1304,43.94,602,11
قفصة,قفصة الشمالية - سيدي عيش - القصر - زانوش,الرحيبة,1580,253,707,44.75,275,8
قفصة,قفصة الشمالية - سيدي عيش - القصر - زانوش,قطيس,1519,179,477,31.4,195,7
قفصة,قفصة الشمالية - سيدي عيش - القصر - زانوش,لالة,4525,791,2210,48.84,901,9
قفصة,قفصة الشمالية - سيدي عيش - القصر - زانوش,منزل القمودي,389,59,160,41.13,64,6
قفصة,قفصة الشمالية - سيدي عيش - القصر - زانوش,منزل ميمون,1323,213,588,44.44,251,8
قفصة,قفصة الشمالية - سيدي عيش - القصر - زانوش,المطار,4599,491,1311,28.51,605,8
قفصة,قفصة الشمالية - سيدي عيش - القصر - زانوش,حي حشاد,3578,542,1490,41.64,864,11
قفصة,قفصة الشمالية - سيدي عيش - القصر - زانوش,زانوش,5260,866,2579,49.03,1056,20
قفصة,قفصة الشمالية - سيدي عيش - القصر - زانوش,سيدي عيش,3347,530,1508,45.06,561,8
قفصة,قفصة الشمالية - سيدي عيش - القصر - زانوش,القرية,2039,214,591,28.98,269,9
قفصة,قفصة الشمالية - سيدي عيش - القصر - زانوش,القصر,13564,1532,3645,26.87,1095,9
قفصة,قفصة الشمالية - سيدي عيش - القصر - زانوش,القصر الشرقية,2471,298,776,31.4,310,8
قفصة,قفصة الشمالية - سيدي عيش - القصر - زانوش,المتكيدس,1135,207,654,57.62,299,9
قفصة,القطار - بلخير - السند,عليم,3832,528,1419,37.03,691,10
قفصة,القطار - بلخير - السند,ماجورة,4092,692,2093,51.15,929,10
قفصة,قفصة الجنوبية,العسالة,20071,1824,4311,21.48,1652,8
قفصة,قفصة الجنوبية,العقيلة,1601,248,695,43.41,314,8
قفصة,قفصة الجنوبية,حي النور,8209,853,1943,23.67,434,8
قفصة,قفصة الجنوبية,سيدي احمد زروق,5230,628,1545,29.54,719,9
قفصة,قفصة الجنوبية,قفصة الشرقية,4746,560,1376,28.99,668,6
قفصة,قفصة الجنوبية,قفصة المدينة,7159,734,1828,25.53,692,8
مدنين,بني خداش,رحالة,658,112,293,44.53,124,5
مدنين,بني خداش,زغاية,2110,397,1117,52.94,499,10
مدنين,بني خداش,زمور,773,126,336,43.47,140,6
مدنين,بني خداش,وادي الخيل,1072,197,560,52.24,305,8
مدنين,بني خداش,البحيرة,1464,261,694,47.4,304,6
مدنين,بني خداش,البنية,1999,355,1036,51.83,592,12
مدنين,بني خداش,الحميمة,2001,184,487,24.34,241,7
مدنين,بني خداش,الدخيلة,570,82,222,38.95,103,7
قفصة,قفصة الجنوبية,المولى,2405,229,506,21.04,90,5
قفصة,قفصة الجنوبية,الناظور,1303,206,609,46.74,290,8
قفصة,قفصة الجنوبية,حي السرور,12099,1564,4002,33.08,1592,7
قفصة,قفصة الجنوبية,حي الشباب,15302,1920,5108,33.38,2213,15
مدنين,بنقردان,الشهبانية,1626,257,729,44.83,269,6
مدنين,بنقردان,الصياح,5191,886,2513,48.41,1158,11
مدنين,بنقردان,الطابعي,6890,1131,3177,46.11,1417,12
مدنين,بنقردان,العامرية,5725,1034,3095,54.06,1427,11
مدنين,بنقردان,المعمرات,5135,865,2530,49.27,1171,11
مدنين,بنقردان,النفاتية,978,182,561,57.36,278,8
مدنين,بنقردان,الوراسنية,5286,943,2498,47.26,1003,8
مدنين,بنقردان,بنقردان الجنوبية,8290,1086,2707,32.65,874,10
مدنين,بني خداش,الفجيج,2003,400,1390,69.4,907,12
مدنين,بني خداش,القصر الجديد,2691,456,1255,46.64,627,10
مدنين,بني خداش,المنزلة,1060,184,515,48.58,257,7
مدنين,بني خداش,بني خداش,8065,1042,2633,32.65,1015,9
مدنين,بنقردان,بنقردان الشمالية,7498,884,2098,27.98,707,7
مدنين,بنقردان,جلال,7598,1058,2817,37.08,1086,10
مدنين,بنقردان,جميلة,5160,761,2063,39.98,785,9
مدنين,بنقردان,شارب الراجل,3057,500,1340,43.83,525,8
مدنين,بني خداش,ورجيجن,1274,229,670,52.59,368,8
مدنين,جربة حومة السوق,الجوامع,4130,462,1194,28.91,541,7
مدنين,جربة حومة السوق,الحشان,2834,492,1487,52.47,822,8
مدنين,جربة حومة السوق,الرياض,9975,1196,2988,29.95,1285,9
مدنين,جربة حومة السوق,فاطو,3903,528,1350,34.59,582,7
مدنين,جربة حومة السوق,مزراية,4237,708,1903,44.91,814,7
مدنين,جربة حومة السوق,مليتة,6510,1148,3449,52.98,1540,10
مدنين,جربة حومة السوق,والغ,3163,495,1239,39.17,549,7
مدنين,جربة ميدون - جربة أجيم,وادي الزبيب,2014,319,816,40.52,308,8
مدنين,جرجيس,2مارس,3996,306,684,17.12,229,7
مدنين,جرجيس,البساتين,3474,361,846,24.35,349,6
مدنين,جرجيس,الجدارية,496,96,284,57.26,137,8
مدنين,جربة ميدون - جربة أجيم,أجيم,10653,1539,3808,35.75,1318,13
مدنين,جربة ميدون - جربة أجيم,اركو,6618,884,2220,33.54,928,10
مدنين,جربة ميدون - جربة أجيم,الخنانسة,945,170,451,47.72,219,7
مدنين,جربة ميدون - جربة أجيم,القرع,2582,486,1422,55.07,657,8
مدنين,جربة ميدون - جربة أجيم,الماي,10950,1313,3197,29.2,1198,7
مدنين,جربة ميدون - جربة أجيم,المحبوبين,4657,806,2269,48.72,1013,13
مدنين,جربة ميدون - جربة أجيم,بني معقل,3787,615,1660,43.83,676,10
مدنين,جربة ميدون - جربة أجيم,ربانة,2136,383,991,46.4,426,8
مدنين,جرجيس,السويحل,9175,1282,3200,34.88,1401,12
مدنين,جرجيس,الطاهر صفر,2974,324,756,25.42,330,6
مدنين,جرجيس,العقلة,2575,413,1098,42.64,568,10
مدنين,جرجيس,الغرابات,1332,243,862,64.71,439,10
مدنين,مدنين الجنوبية - سيدي مخلوف,الراقوبة الشرقية,1919,326,998,52.01,600,16
مدنين,مدنين الجنوبية - سيدي مخلوف,الراقوبة الغربية,1860,306,904,48.6,541,8
مدنين,مدنين الجنوبية - سيدي مخلوف,السويطير,859,167,521,60.65,293,9
مدنين,مدنين الجنوبية - سيدي مخلوف,الغباي,1078,201,538,49.91,246,7
مدنين,جربة حومة السوق,السواني,6111,736,1902,31.12,777,10
مدنين,جربة حومة السوق,بوملال,10737,1556,3881,36.15,1711,9
مدنين,جربة حومة السوق,صدغيان,4978,798,1969,39.55,810,7
مدنين,جربة حومة السوق,طاوريت,7172,1094,2943,41.03,1393,9
مدنين,جرجيس,حمادي بو تفاحة,3846,610,1529,39.76,715,8
مدنين,جرجيس,خوى الغدير,1362,227,677,49.71,339,8
مدنين,جرجيس,شماخ,2984,482,1424,47.72,801,9
مدنين,جرجيس,هشام الحمادي,3838,471,1151,29.99,503,7
مدنين,جرجيس,وادي التياب,6522,761,1800,27.6,718,8
مدنين,مدنين الجنوبية - سيدي مخلوف,الجرف,1689,242,625,37.0,315,10
مدنين,مدنين الجنوبية - سيدي مخلوف,الدرجاوة,1382,250,714,51.66,389,8
مدنين,مدنين الجنوبية - سيدي مخلوف,الدرغولية,1828,293,878,48.03,511,10
مدنين,مدنين الجنوبية - سيدي مخلوف,القرين,877,165,550,62.71,362,13
مدنين,مدنين الجنوبية - سيدي مخلوف,القصبة,2427,479,1298,53.48,562,9
مدنين,مدنين الجنوبية - سيدي مخلوف,اللبة,3262,499,1416,43.41,739,8
مدنين,مدنين الجنوبية - سيدي مخلوف,المغراوية,1045,179,480,45.93,296,7
مدنين,مدنين الشمالية,أم التمر الشرقية,1010,146,369,36.53,192,6
مدنين,مدنين الشمالية,أم التمر الغربية,1783,281,717,40.21,353,6
مدنين,مدنين الشمالية,بني غزيل,442,72,233,52.71,141,11
مدنين,مدنين الشمالية,كوتين,1364,171,408,29.91,194,5
مدنين,مدنين الجنوبية - سيدي مخلوف,بدوي,890,162,498,55.96,279,11
مدنين,مدنين الجنوبية - سيدي مخلوف,بوغرارة,6107,937,2601,42.59,1396,9
مدنين,مدنين الجنوبية - سيدي مخلوف,حسي عمر,4013,626,1720,42.86,808,12
مدنين,مدنين الجنوبية - سيدي مخلوف,حسي مدنين,1532,270,766,50.0,407,8
مدنين,جربة ميدون - جربة أجيم,صدويكش,6945,1175,3197,46.03,1186,8
مدنين,جربة ميدون - جربة أجيم,قلالة,8289,1493,3874,46.74,1463,10
مدنين,جربة ميدون - جربة أجيم,مزران,1041,212,601,57.73,319,7
مدنين,جربة ميدون - جربة أجيم,ميدون,22107,2354,5775,26.12,2195,10
منوبة,الجديدة - طبربة - البطان,العروسية,2054,341,911,44.35,332,10
منوبة,الجديدة - طبربة - البطان,الملاحة,950,162,436,45.89,173,9
منوبة,الجديدة - طبربة - البطان,المنصورة,2488,382,1014,40.76,367,8
منوبة,الجديدة - طبربة - البطان,المهرين,2057,342,924,44.92,357,8
مدنين,مدنين الجنوبية - سيدي مخلوف,مدنين الشرقية,10329,1033,2603,25.2,1208,8
مدنين,مدنين الجنوبية - سيدي مخلوف,وادي السدر,1718,331,1105,64.32,644,9
مدنين,مدنين الشمالية,20 مارس,3266,311,752,23.03,386,7
مدنين,مدنين الشمالية,2ماي,3705,343,855,23.08,473,7
مدنين,جرجيس,القريبيس,2254,340,924,40.99,471,9
مدنين,جرجيس,جرجيس,17682,2069,4950,27.99,1613,15
مدنين,جرجيس,حسي الجربي,6009,855,2163,36.0,910,10
مدنين,جرجيس,حمادي,7236,675,1488,20.56,354,6
منوبة,الجديدة - طبربة - البطان,الدخيلة,2898,502,1453,50.14,732,12
منوبة,الجديدة - طبربة - البطان,الرجاء,7420,978,2435,32.82,779,11
منوبة,الجديدة - طبربة - البطان,الزاهرة,3890,536,1423,36.58,595,8
منوبة,الجديدة - طبربة - البطان,الشويقي,2471,429,1155,46.74,357,12
مدنين,مدنين الجنوبية - سيدي مخلوف,سيدي مخلوف,3708,559,1636,44.12,974,14
مدنين,مدنين الجنوبية - سيدي مخلوف,عمرة,2889,445,1202,41.61,536,7
مدنين,مدنين الجنوبية - سيدي مخلوف,عمرة الجديدة,2010,370,1052,52.34,580,11
مدنين,مدنين الجنوبية - سيدي مخلوف,مدنين الجنوبية,19715,1934,4884,24.77,2073,12
منوبة,الجديدة - طبربة - البطان,البطان,7954,1262,3222,40.51,1128,9
منوبة,الجديدة - طبربة - البطان,الجديدة,15769,1710,4136,26.23,1408,8
منوبة,الجديدة - طبربة - البطان,الجديدة حشاد,5265,830,2242,42.58,880,12
منوبة,الجديدة - طبربة - البطان,الحبيبية,1348,192,535,39.69,286,7
منوبة,المرناقية - برج العامري,المساعدين,2884,520,1537,53.29,736,15
منوبة,المرناقية - برج العامري,برج العامري,9007,1386,3520,39.08,1294,9
منوبة,المرناقية - برج العامري,برج النور,2160,376,1015,46.99,409,8
منوبة,المرناقية - برج العامري,بورقبة,2143,361,939,43.82,444,9
منوبة,المرناقية - برج العامري,حميم,2545,273,748,29.39,297,8
منوبة,المرناقية - برج العامري,سيدي علي الحطاب,1932,323,875,45.29,391,8
منوبة,المرناقية - برج العامري,منزل الحبيب,1767,179,484,27.39,200,7
منوبة,دوار هيشر,حي الرياض,7908,776,1813,22.93,795,6
منوبة,المرناقية - برج العامري,البساتين,3228,528,1408,43.62,545,9
منوبة,المرناقية - برج العامري,الفجة,2113,364,1048,49.6,442,8
منوبة,المرناقية - برج العامري,المرناقية,15267,1784,4291,28.11,1537,11
منوبة,المرناقية - برج العامري,المرناقية الشمالية,1835,134,299,16.29,122,4
منوبة,الجديدة - طبربة - البطان,برج التومي,3029,552,1581,52.2,613,12
منوبة,الجديدة - طبربة - البطان,شواط,5439,981,2756,50.67,1134,12
منوبة,الجديدة - طبربة - البطان,طبربة,13472,1451,3321,24.65,736,12
منوبة,المرناقية - برج العامري,20 مـارس,3443,429,1076,31.25,509,7
مدنين,مدنين الشمالية,مدنين الشمالية,22719,2306,5679,25.0,2443,9
مدنين,مدنين الشمالية,مدنين الغربية,11225,1168,2868,25.55,1276,8
منوبة,الجديدة - طبربة - البطان,أحواز طبربة,7606,1051,2608,34.29,955,7
منوبة,الجديدة - طبربة - البطان,الانصارين,1331,213,531,39.89,187,6
منوبة,منوبة,الدندان,17595,1607,3651,20.75,1136,8
منوبة,منوبة,الدندان الجنوبي,1811,142,354,19.55,119,7
منوبة,منوبة,سيدي عمر,5652,591,1436,25.41,550,9
منوبة,منوبة,قصر السعيد,5245,454,1038,19.79,560,7
نابل,الهوارية - تاكلسة,الهوارية القبلية,2815,453,1317,46.79,612,8
نابل,الهوارية - تاكلسة,بئر الزيت,4134,737,2087,50.48,920,10
نابل,الهوارية - تاكلسة,بوكريم,2890,556,1526,52.8,602,9
