tribe,latin,governorate,voters,share_pct,voters_beyond_ring,share_beyond_ring_pct,arrow_drawn
Ouled bou Salem,Boussalmi,Médenine,2,0.0,2,0.0,0
Ouled bou Salem,Boussalmi,Gafsa,1,0.0,1,0.0,0
Ouled bou Salem,Boussalmi,Tozeur,1,0.0,1,0.0,0
Meressen,Mersni,Jendouba,1594,38.4,28,0.7,0
Meressen,Mersni,Bizerte,1301,31.3,1301,31.3,1
Meressen,Mersni,Tunis,341,8.2,341,8.2,1
Meressen,Mersni,Ariana,277,6.7,277,6.7,1
Meressen,Mersni,Manubah,196,4.7,196,4.7,1
Meressen,Mersni,Nabeul,163,3.9,163,3.9,1
Meressen,Mersni,Ben Arous,143,3.4,143,3.4,1
Meressen,Mersni,Sousse,46,1.1,46,1.1,0
Meressen,Mersni,Béja,31,0.7,31,0.7,0
Meressen,Mersni,Le Kef,21,0.5,21,0.5,0
Meressen,Mersni,Monastir,10,0.2,10,0.2,0
Meressen,Mersni,Médenine,10,0.2,10,0.2,0
Meressen,Mersni,Sfax,5,0.1,5,0.1,0
Meressen,Mersni,Mahdia,3,0.1,3,0.1,0
Meressen,Mersni,Gabès,3,0.1,3,0.1,0
Meressen,Mersni,Zaghouan,2,0.0,2,0.0,0
Meressen,Mersni,Siliana,2,0.0,2,0.0,0
Meressen,Mersni,Gafsa,2,0.0,2,0.0,0
Meressen,Mersni,Kairouan,1,0.0,1,0.0,0
Meressen,Mersni,Tataouine,1,0.0,1,0.0,0
Beni Mezzeline,Mezlini,Bizerte,1651,50.1,1651,50.1,1
Beni Mezzeline,Mezlini,Manubah,643,19.5,643,19.5,1
Beni Mezzeline,Mezlini,Ariana,488,14.8,488,14.8,1
Beni Mezzeline,Mezlini,Tunis,252,7.7,252,7.7,1
Beni Mezzeline,Mezlini,Jendouba,102,3.1,102,3.1,1
Beni Mezzeline,Mezlini,Ben Arous,75,2.3,75,2.3,1
Beni Mezzeline,Mezlini,Sousse,18,0.5,18,0.5,0
Beni Mezzeline,Mezlini,Nabeul,15,0.5,15,0.5,0
Beni Mezzeline,Mezlini,Béja,14,0.4,14,0.4,0
Beni Mezzeline,Mezlini,Le Kef,14,0.4,14,0.4,0
Beni Mezzeline,Mezlini,Monastir,6,0.2,6,0.2,0
Beni Mezzeline,Mezlini,Zaghouan,4,0.1,4,0.1,0
Beni Mezzeline,Mezlini,Sfax,4,0.1,4,0.1,0
Beni Mezzeline,Mezlini,Médenine,4,0.1,4,0.1,0
Beni Mezzeline,Mezlini,Gafsa,2,0.1,2,0.1,0
Beni Mezzeline,Mezlini,Mahdia,1,0.0,1,0.0,0
Beni Mezzeline,Mezlini,Sidi Bou Zid,1,0.0,1,0.0,0
Merdès,Merdassi,Bizerte,412,14.0,412,14.0,1
Merdès,Merdassi,Siliana,362,12.3,362,12.3,1
Merdès,Merdassi,Manubah,349,11.9,349,11.9,1
Merdès,Merdassi,Tunis,341,11.6,341,11.6,1
Merdès,Merdassi,Béja,327,11.1,327,11.1,1
Merdès,Merdassi,Sfax,304,10.4,304,10.4,1
Merdès,Merdassi,Ariana,281,9.6,281,9.6,0
Merdès,Merdassi,Jendouba,164,5.6,164,5.6,0
Merdès,Merdassi,Ben Arous,121,4.1,121,4.1,0
Merdès,Merdassi,Mahdia,77,2.6,77,2.6,0
Merdès,Merdassi,Nabeul,68,2.3,68,2.3,0
Merdès,Merdassi,Sousse,53,1.8,53,1.8,0
Merdès,Merdassi,Kebili,24,0.8,24,0.8,0
Merdès,Merdassi,Kairouan,20,0.7,20,0.7,0
Merdès,Merdassi,Monastir,14,0.5,14,0.5,0
Merdès,Merdassi,Zaghouan,10,0.3,10,0.3,0
Merdès,Merdassi,Médenine,4,0.1,4,0.1,0
Merdès,Merdassi,Gabès,2,0.1,2,0.1,0
Merdès,Merdassi,Le Kef,1,0.0,1,0.0,0
Merdès,Merdassi,Kassérine,1,0.0,1,0.0,0
Merdès,Merdassi,Sidi Bou Zid,1,0.0,1,0.0,0
Merdès,Merdassi,Gafsa,1,0.0,1,0.0,0
Hakim,Hkimi,Jendouba,900,32.3,8,0.3,0
Hakim,Hkimi,Tunis,676,24.3,676,24.3,1
Hakim,Hkimi,Ben Arous,285,10.2,285,10.2,1
Hakim,Hkimi,Le Kef,229,8.2,20,0.7,0
Hakim,Hkimi,Bizerte,193,6.9,193,6.9,1
Hakim,Hkimi,Ariana,161,5.8,161,5.8,1
Hakim,Hkimi,Nabeul,139,5.0,139,5.0,1
Hakim,Hkimi,Manubah,120,4.3,120,4.3,1
Hakim,Hkimi,Sousse,23,0.8,23,0.8,0
Hakim,Hkimi,Zaghouan,12,0.4,12,0.4,0
Hakim,Hkimi,Monastir,11,0.4,11,0.4,0
Hakim,Hkimi,Mahdia,11,0.4,11,0.4,0
Hakim,Hkimi,Béja,8,0.3,8,0.3,0
Hakim,Hkimi,Médenine,5,0.2,5,0.2,0
Hakim,Hkimi,Kassérine,4,0.1,4,0.1,0
Hakim,Hkimi,Sfax,3,0.1,3,0.1,0
Hakim,Hkimi,Sidi Bou Zid,3,0.1,3,0.1,0
Hakim,Hkimi,Siliana,1,0.0,1,0.0,0
Hakim,Hkimi,Tozeur,1,0.0,1,0.0,0
Ouled Redouan,Redouani,Gafsa,483,25.1,483,25.1,1
Ouled Redouan,Redouani,Tozeur,353,18.3,353,18.3,1
Ouled Redouan,Redouani,Gabès,280,14.5,280,14.5,1
Ouled Redouan,Redouani,Jendouba,161,8.4,161,8.4,1
Ouled Redouan,Redouani,Tunis,133,6.9,133,6.9,1
Ouled Redouan,Redouani,Ben Arous,84,4.4,84,4.4,1
Ouled Redouan,Redouani,Ariana,78,4.0,78,4.0,0
Ouled Redouan,Redouani,Kairouan,71,3.7,71,3.7,0
Ouled Redouan,Redouani,Sfax,52,2.7,50,2.6,0
Ouled Redouan,Redouani,Médenine,36,1.9,36,1.9,0
Ouled Redouan,Redouani,Le Kef,33,1.7,33,1.7,0
Ouled Redouan,Redouani,Béja,28,1.5,28,1.5,0
Ouled Redouan,Redouani,Nabeul,25,1.3,25,1.3,0
Ouled Redouan,Redouani,Monastir,22,1.1,22,1.1,0
Ouled Redouan,Redouani,Bizerte,20,1.0,20,1.0,0
Ouled Redouan,Redouani,Sousse,17,0.9,17,0.9,0
Ouled Redouan,Redouani,Manubah,12,0.6,12,0.6,0
Ouled Redouan,Redouani,Mahdia,9,0.5,9,0.5,0
Ouled Redouan,Redouani,Sidi Bou Zid,9,0.5,8,0.4,0
Ouled Redouan,Redouani,Siliana,7,0.4,7,0.4,0
Ouled Redouan,Redouani,Kebili,7,0.4,7,0.4,0
Ouled Redouan,Redouani,Tataouine,5,0.3,5,0.3,0
Ouled Redouan,Redouani,Zaghouan,1,0.1,1,0.1,0
Ouled Redouan,Redouani,Kassérine,1,0.1,1,0.1,0
Nefzaoua,Nefzaoui,Mahdia,544,39.5,544,39.5,1
Nefzaoua,Nefzaoui,Tozeur,104,7.5,104,7.5,1
Nefzaoua,Nefzaoui,Tunis,86,6.2,86,6.2,1
Nefzaoua,Nefzaoui,Sousse,77,5.6,77,5.6,1
Nefzaoua,Nefzaoui,Kebili,70,5.1,17,1.2,0
Nefzaoua,Nefzaoui,Ben Arous,67,4.9,67,4.9,1
Nefzaoua,Nefzaoui,Gabès,57,4.1,57,4.1,1
Nefzaoua,Nefzaoui,Nabeul,56,4.1,56,4.1,0
Nefzaoua,Nefzaoui,Ariana,50,3.6,50,3.6,0
Nefzaoua,Nefzaoui,Kassérine,45,3.3,45,3.3,0
Nefzaoua,Nefzaoui,Monastir,44,3.2,44,3.2,0
Nefzaoua,Nefzaoui,Le Kef,39,2.8,39,2.8,0
Nefzaoua,Nefzaoui,Bizerte,37,2.7,37,2.7,0
Nefzaoua,Nefzaoui,Gafsa,34,2.5,34,2.5,0
Nefzaoua,Nefzaoui,Jendouba,21,1.5,21,1.5,0
Nefzaoua,Nefzaoui,Manubah,16,1.2,16,1.2,0
Nefzaoua,Nefzaoui,Kairouan,13,0.9,13,0.9,0
Nefzaoua,Nefzaoui,Médenine,8,0.6,8,0.6,0
Nefzaoua,Nefzaoui,Béja,6,0.4,6,0.4,0
Nefzaoua,Nefzaoui,Sfax,3,0.2,3,0.2,0
Nefzaoua,Nefzaoui,Siliana,1,0.1,1,0.1,0
Matmata,Matmati,Tunis,414,33.1,414,33.1,1
Matmata,Matmati,Ben Arous,194,15.5,194,15.5,1
Matmata,Matmati,Ariana,157,12.5,157,12.5,1
Matmata,Matmati,Manubah,126,10.1,126,10.1,1
Matmata,Matmati,Bizerte,105,8.4,105,8.4,1
Matmata,Matmati,Gabès,94,7.5,13,1.0,0
Matmata,Matmati,Nabeul,65,5.2,65,5.2,1
Matmata,Matmati,Médenine,28,2.2,28,2.2,0
Matmata,Matmati,Sfax,23,1.8,23,1.8,0
Matmata,Matmati,Sousse,21,1.7,21,1.7,0
Matmata,Matmati,Béja,7,0.6,7,0.6,0
Matmata,Matmati,Monastir,6,0.5,6,0.5,0
Matmata,Matmati,Zaghouan,4,0.3,4,0.3,0
Matmata,Matmati,Le Kef,4,0.3,4,0.3,0
Matmata,Matmati,Kebili,2,0.2,1,0.1,0
Matmata,Matmati,Jendouba,1,0.1,1,0.1,0
Matmata,Matmati,Mahdia,1,0.1,1,0.1,0
