adm4_pcode,imada_name,imada_name_ar,adm3_pcode,delegation_name,governorate_name,region_name,lat,lon,area_sqkm,n_stations,n_certified,registered,voters,valid,blank,spoilt,turnout_stations,turnout_registered,turnout_voters,saied,saied_share_pct,saied_margin_pp,zammel,zammel_share_pct,zammel_margin_pp,maghzaoui,maghzaoui_share_pct,maghzaoui_margin_pp,candidate_sum,winner,runner_up,margin_pp,turnout_pct,turnout_coverage_pct
TN245755,Bez,باز,TN2457,Makthar,Siliana,North West,35.8931041,9.14078388,56.32446213,3,3,1498,422,404,8,10,3,1498,422,393,97.2772,94.8020,10,2.4752,-94.8020,1,0.2475,-97.0297,404,saied,zammel,94.8020,28.1709,100.0000
TN245756,Beni Hazem,بني حازم,TN2457,Makthar,Siliana,North West,35.86103937,9.06623558,33.68181209,2,2,1219,394,383,2,9,2,1219,394,369,96.3446,93.2115,12,3.1332,-93.2115,2,0.5222,-95.8225,383,saied,zammel,93.2115,32.3216,100.0000
TN245757,Ras El Ouedi,رأس الوادي,TN2457,Makthar,Siliana,North West,35.85101625,9.13337313,18.96405911,2,2,1187,320,313,3,4,2,1187,320,302,96.4856,93.2907,10,3.1949,-93.2907,1,0.3195,-96.1661,313,saied,zammel,93.2907,26.9587,100.0000
TN245758,Saddine,الصدّين,TN2457,Makthar,Siliana,North West,35.80882346,9.06129778,37.13027588,2,2,1391,340,305,16,19,2,1391,340,292,95.7377,92.4590,10,3.2787,-92.4590,3,0.9836,-94.7541,305,saied,zammel,92.4590,24.4428,100.0000
TN245759,Chouarnia,الشوارنية,TN2457,Makthar,Siliana,North West,35.95510978,9.12690414,27.29270717,1,1,832,256,245,7,4,1,832,256,233,95.1020,91.0204,10,4.0816,-91.0204,2,0.8163,-94.2857,245,saied,zammel,91.0204,30.7692,100.0000
TN245760,Sened El Haddad,سند الحداد,TN2457,Makthar,Siliana,North West,35.91684766,9.19407009,20.80708875,2,2,1549,507,487,4,16,2,1549,507,450,92.4025,85.2156,35,7.1869,-85.2156,2,0.4107,-91.9918,487,saied,zammel,85.2156,32.7308,100.0000
TN245761,Soualem,السوالم,TN2457,Makthar,Siliana,North West,35.79772162,9.20104411,71.03533491,3,3,1501,696,669,7,20,3,1501,696,639,95.5157,91.7788,25,3.7369,-91.7788,5,0.7474,-94.7683,669,saied,zammel,91.7788,46.3691,100.0000
TN245851,El Hababsa Nord,الحبابسةالشمالية,TN2458,Rouhia,Siliana,North West,35.57481141,9.27632971,138.10790569,3,3,2261,578,548,8,22,3,2261,578,540,98.5401,97.2628,7,1.2774,-97.2628,1,0.1825,-98.3577,548,saied,zammel,97.2628,25.5639,100.0000
TN245852,El Hababsa Sud,الحبابسة الجنوبية,TN2458,Rouhia,Siliana,North West,35.54083337,9.37912455,98.97502754,3,3,2182,560,547,4,9,3,2182,560,535,97.8062,96.3437,8,1.4625,-96.3437,4,0.7313,-97.0750,547,saied,zammel,96.3437,25.6645,100.0000
TN245853,El Jamilet,الجميلات,TN2458,Rouhia,Siliana,North West,35.658627,9.25943441,77.42835679,5,5,1136,361,346,1,14,5,1136,361,339,97.9769,96.5318,5,1.4451,-96.5318,2,0.5780,-97.3988,346,saied,zammel,96.5318,31.7782,100.0000
TN245854,Es-Semiret Nord,السميرات الشمالية,TN2458,Rouhia,Siliana,North West,35.74431127,9.13799275,60.10177915,3,3,1196,515,504,5,6,3,1196,515,497,98.6111,97.6190,2,0.3968,-98.2143,5,0.9921,-97.6190,504,saied,maghzaoui,97.6190,43.0602,100.0000
TN245855,Es-Semirat Sud,السميرات الجنوبية,TN2458,Rouhia,Siliana,North West,35.71719742,9.20345466,35.25702653,2,2,1013,199,186,4,9,2,1013,199,180,96.7742,94.6237,4,2.1505,-94.6237,2,1.0753,-95.6989,186,saied,zammel,94.6237,19.6446,100.0000
TN245856,El Messahla,المساحلة,TN2458,Rouhia,Siliana,North West,35.78195868,9.09377831,41.77183055,1,1,835,309,301,3,5,1,835,309,296,98.3389,96.6777,5,1.6611,-96.6777,0,0.0000,-98.3389,301,saied,zammel,96.6777,37.0060,100.0000
TN245857,El Haria,الهرية,TN2458,Rouhia,Siliana,North West,35.71954756,9.04905155,27.94001802,2,2,944,318,305,3,10,2,944,318,290,95.0820,91.4754,4,1.3115,-93.7705,11,3.6066,-91.4754,305,saied,maghzaoui,91.4754,33.6864,100.0000
TN245858,Er-Rouhia,الروحية,TN2458,Rouhia,Siliana,North West,35.66993832,9.09121371,79.43007196,9,9,7947,2365,2584,19,90,7,6906,2098,2422,93.7307,90.0155,96,3.7152,-90.0155,66,2.5542,-91.1765,2584,saied,zammel,90.0155,30.3794,77.7778
TN245859,El Hamaima,الحميمة,TN2458,Rouhia,Siliana,North West,35.66491262,9.02538557,37.4368758,1,1,1221,279,267,4,8,1,1221,279,249,93.2584,89.5131,8,2.9963,-90.2622,10,3.7453,-89.5131,267,saied,maghzaoui,89.5131,22.8501,100.0000
TN245860,Bou-Ajila,بوعجيلة,TN2458,Rouhia,Siliana,North West,35.65369278,9.16920039,65.61607227,3,3,2664,856,827,8,21,3,2664,856,803,97.0979,95.1632,16,1.9347,-95.1632,8,0.9674,-96.1306,827,saied,zammel,95.1632,32.1321,100.0000
TN245951,Kesra,كسرى,TN2459,Kesra,Siliana,North West,35.79651648,9.3665484,75.98228096,4,4,3377,1153,1134,7,12,4,3377,1153,932,82.1869,64.9030,196,17.2840,-64.9030,6,0.5291,-81.6578,1134,saied,zammel,64.9030,34.1427,100.0000
TN245952,El Hammam,الحمام,TN2459,Kesra,Siliana,North West,35.82417687,9.30261411,58.54423057,1,1,768,0,316,0,6,0,0,0,266,84.1772,68.9873,48,15.1899,-68.9873,2,0.6329,-83.5443,316,saied,zammel,68.9873,,0.0000
TN245953,El Mansoura Nord,المنصورة الشمالية,TN2459,Kesra,Siliana,North West,35.8378739,9.48261997,36.79418397,2,2,1132,480,466,5,9,2,1132,480,377,80.9013,62.0172,88,18.8841,-62.0172,1,0.2146,-80.6867,466,saied,zammel,62.0172,42.4028,100.0000
TN245954,El Mansoura Sud,المنصورة الجنوبية,TN2459,Kesra,Siliana,North West,35.80363038,9.47225202,19.52641325,2,2,1301,621,600,4,17,2,1301,621,264,44.0000,-10.8333,329,54.8333,10.8333,7,1.1667,-53.6667,600,zammel,saied,10.8333,47.7325,100.0000
TN245955,Bou Abdallah,بوعبد اللّه,TN2459,Kesra,Siliana,North West,35.8761185,9.43776088,47.26261862,2,2,308,581,544,16,21,1,276,219,519,95.4044,91.7279,20,3.6765,-91.7279,5,0.9191,-94.4853,544,saied,zammel,91.7279,79.3478,50.0000
TN245956,El Karia Nord,القرية الشمالية,TN2459,Kesra,Siliana,North West,35.77195534,9.4337968,33.33029303,2,2,1445,474,459,0,15,2,1445,474,394,85.8388,72.5490,61,13.2898,-72.5490,4,0.8715,-84.9673,459,saied,zammel,72.5490,32.8028,100.0000
TN245957,El Karia Sud,القرية الجنوبية,TN2459,Kesra,Siliana,North West,35.75892454,9.48540249,28.18136686,2,2,825,451,429,5,17,1,825,223,349,81.3520,63.4033,77,17.9487,-63.4033,3,0.6993,-80.6527,429,saied,zammel,63.4033,27.0303,50.0000
TN245958,El Foudhoul,الفضول,TN2459,Kesra,Siliana,North West,35.72669587,9.40368589,56.24728074,2,2,1677,526,508,3,15,2,1677,526,487,95.8661,92.5197,17,3.3465,-92.5197,4,0.7874,-95.0787,508,saied,zammel,92.5197,31.3655,100.0000
TN245959,El Louza,اللوزة,TN2459,Kesra,Siliana,North West,35.74862264,9.27893738,83.61301725,2,2,537,232,387,3,7,1,537,232,355,91.7313,83.9793,30,7.7519,-83.9793,2,0.5168,-91.2145,387,saied,zammel,83.9793,43.2030,50.0000
TN246051,Bargou,برقو,TN2460,Bargou,Siliana,North West,36.09236733,9.56604724,1.1660696,5,5,4445,2035,1962,18,54,5,4445,2035,1811,92.3038,85.8308,127,6.4730,-85.8308,24,1.2232,-91.0805,1962,saied,zammel,85.8308,45.7818,100.0000
TN246052,Banlieue Bargou,أحواز برقو,TN2460,Bargou,Siliana,North West,36.09638498,9.53191651,86.94486779,2,2,454,160,152,2,6,2,454,160,143,94.0789,89.4737,7,4.6053,-89.4737,2,1.3158,-92.7632,152,saied,zammel,89.4737,35.2423,100.0000
TN246053,Ouled Fredj,أولاد فرج,TN2460,Bargou,Siliana,North West,36.05376509,9.56924951,66.58779043,1,1,740,200,261,0,9,1,740,200,252,96.5517,93.8697,7,2.6820,-93.8697,2,0.7663,-95.7854,261,saied,zammel,93.8697,27.0270,100.0000
TN246054,Sidi Said,سيدي سعيد,TN2460,Bargou,Siliana,North West,36.17706837,9.68683077,71.07060816,2,2,1127,382,357,7,18,2,1127,382,342,95.7983,92.7171,11,3.0812,-92.7171,4,1.1204,-94.6779,357,saied,zammel,92.7171,33.8953,100.0000
TN246055,Ain Fourna,عين فرنة,TN2460,Bargou,Siliana,North West,36.15358186,9.5950713,58.30386803,1,1,986,366,340,6,20,1,986,366,329,96.7647,94.4118,8,2.3529,-94.4118,3,0.8824,-95.8824,340,saied,zammel,94.4118,37.1197,100.0000
TN246056,Ain Bous Saadia,عين بوسعدية,TN2460,Bargou,Siliana,North West,36.0560453,9.65688779,56.30334205,2,2,130,264,259,1,4,1,130,81,244,94.2085,89.5753,12,4.6332,-89.5753,3,1.1583,-93.0502,259,saied,zammel,89.5753,62.3077,50.0000
TN246057,Ed-Derija,الدريجة,TN2460,Bargou,Siliana,North West,36.11328918,9.70019663,74.43906606,3,3,460,301,285,5,11,2,460,119,276,96.8421,94.7368,6,2.1053,-94.7368,3,1.0526,-95.7895,285,saied,zammel,94.7368,25.8696,66.6667
TN246058,El Behirin,البحيرين,TN2460,Bargou,Siliana,North West,36.01354226,9.6075158,43.06663264,2,2,809,285,267,3,15,2,809,285,259,97.0037,94.3820,7,2.6217,-94.3820,1,0.3745,-96.6292,267,saied,zammel,94.3820,35.2287,100.0000
TN246151,El Aroussa,العروسة,TN2461,Laroussa,Siliana,North West,36.39255268,9.44565248,110.16547981,6,5,3076,1094,1442,17,50,4,3076,1094,1361,94.3828,89.8058,66,4.5770,-89.8058,15,1.0402,-93.3426,1442,saied,zammel,89.8058,35.5657,66.6667
TN246152,Bou Jlida,بوجليدة,TN2461,Laroussa,Siliana,North West,36.41745385,9.51947045,66.33464293,1,1,1231,435,404,7,24,1,1231,435,390,96.5347,93.8119,11,2.7228,-93.8119,3,0.7426,-95.7921,404,saied,zammel,93.8119,35.3371,100.0000
TN246153,Er Remil,الرميل,TN2461,Laroussa,Siliana,North West,36.30826074,9.50692503,89.4098802,2,2,824,163,156,2,5,2,824,163,150,96.1538,92.9487,5,3.2051,-92.9487,1,0.6410,-95.5128,156,saied,zammel,92.9487,19.7816,100.0000
TN246154,Mousrata,مسراطة,TN2461,Laroussa,Siliana,North West,36.31455421,9.4350642,42.8029346,1,1,374,128,127,0,1,1,374,128,126,99.2126,98.4252,1,0.7874,-98.4252,0,0.0000,-99.2126,127,saied,zammel,98.4252,34.2246,100.0000
TN246155,Sidi Ayed,سيد عياد,TN2461,Laroussa,Siliana,North West,36.36671795,9.3705874,51.89653813,1,1,649,241,232,1,8,1,649,241,223,96.1207,93.5345,6,2.5862,-93.5345,3,1.2931,-94.8276,232,saied,zammel,93.5345,37.1341,100.0000
TN315151,Bou Jaafer,بوجعفر,TN3151,Sousse Médina,Sousse,Centre East,35.83910278,10.62881405,1.27658774,4,4,3740,1152,1525,25,49,3,3740,1152,1331,87.2787,77.1148,155,10.1639,-77.1148,39,2.5574,-84.7213,1525,saied,zammel,77.1148,30.8021,75.0000
TN315152,El Medina,المدينة,TN3151,Sousse Médina,Sousse,Centre East,35.82398636,10.63747781,0.42764319,3,3,3775,1222,1139,19,64,3,3775,1222,1028,90.2546,81.8262,96,8.4284,-81.8262,15,1.3169,-88.9377,1139,saied,zammel,81.8262,32.3709,100.0000
TN315153,Ali Belhouan,علي البلهوان,TN3151,Sousse Médina,Sousse,Centre East,35.81627985,10.64296244,1.05572135,6,6,6109,2137,2035,23,79,5,6109,1832,1883,92.5307,86.3882,125,6.1425,-86.3882,27,1.3268,-91.2039,2035,saied,zammel,86.3882,29.9885,83.3333
TN315154,Mohamed Maarouf,محمد معروف,TN3151,Sousse Médina,Sousse,Centre East,35.82807016,10.64419637,1.12949008,5,5,4608,1300,1510,17,67,4,4608,1300,1345,89.0728,79.2715,148,9.8013,-79.2715,17,1.1258,-87.9470,1510,saied,zammel,79.2715,28.2118,80.0000
TN315155,Khezama,خزامة,TN3151,Sousse Médina,Sousse,Centre East,35.85370385,10.61263015,2.77118262,13,13,12682,3579,3384,62,133,12,12682,3383,2656,78.4870,60.6678,603,17.8191,-60.6678,125,3.6939,-74.7931,3384,saied,zammel,60.6678,26.6756,92.3077
TN315254,Ezzouhour,الزهور,TN3152,Sousse Riadh,Sousse,Centre East,35.79350077,10.57612522,3.70853502,13,13,12877,4365,4178,49,138,12,12877,3926,3950,94.5428,90.0910,186,4.4519,-90.0910,42,1.0053,-93.5376,4178,saied,zammel,90.0910,30.4885,92.3077
TN315255,Cite Er-Riadh,حي الرياض,TN3152,Sousse Riadh,Sousse,Centre East,35.79952304,10.59325985,2.19733515,23,23,23807,6438,6400,85,172,21,23807,6289,5793,90.5156,82.7656,496,7.7500,-82.7656,111,1.7344,-88.7812,6400,saied,zammel,82.7656,26.4166,91.3043
TN315351,Oued Blibane,وادي بليبان,TN3153,Sousse Jaouhara,Sousse,Centre East,35.8439648,10.60512299,2.39726753,4,4,3744,1527,1452,14,60,3,3744,1182,1256,86.5014,75.5510,159,10.9504,-75.5510,37,2.5482,-83.9532,1452,saied,zammel,75.5510,31.5705,75.0000
TN315352,Hached,حشاد,TN3153,Sousse Jaouhara,Sousse,Centre East,35.82909096,10.6177997,2.06948717,6,6,6007,1141,1097,11,33,6,6007,1141,1002,91.3400,84.9590,70,6.3810,-84.9590,25,2.2789,-89.0611,1097,saied,zammel,84.9590,18.9945,100.0000
TN315353,Hedi Chaker,الهادي شاكر,TN3153,Sousse Jaouhara,Sousse,Centre East,35.81311208,10.61893946,2.30134256,9,9,9545,2537,2979,36,115,7,7371,2537,2548,85.5321,73.5482,357,11.9839,-73.5482,74,2.4841,-83.0480,2979,saied,zammel,73.5482,34.4187,77.7778
TN315354,Bou Hassina,بوحسينة,TN3153,Sousse Jaouhara,Sousse,Centre East,35.81885313,10.60946938,2.88608149,15,15,16019,3024,3324,45,119,12,13813,3024,2969,89.3201,81.2575,268,8.0626,-81.2575,87,2.6173,-86.7028,3324,saied,zammel,81.2575,21.8924,80.0000
TN315355,Mohamed El Karoui,محمد القروي,TN3153,Sousse Jaouhara,Sousse,Centre East,35.83355486,10.62413592,0.86501656,12,12,7312,3278,3730,59,113,6,6214,1961,3243,86.9437,76.3003,397,10.6434,-76.3003,90,2.4129,-84.5308,3730,saied,zammel,76.3003,31.5578,50.0000
TN315356,Sahloul,سهلول,TN3153,Sousse Jaouhara,Sousse,Centre East,35.83563625,10.60011415,3.3302953,11,11,10851,3898,3680,78,140,10,10740,3456,2919,79.3207,62.0109,637,17.3098,-62.0109,124,3.3696,-75.9511,3680,saied,zammel,62.0109,32.1788,90.9091
TN315451,Taieb M'Hiri,الطيب المهيري,TN3154,Sousse Sidi Abdelhamid,Sousse,Centre East,35.8093772,10.62949025,2.7242214,16,16,17898,4462,4258,41,163,15,17898,4283,4033,94.7158,90.4885,180,4.2273,-90.4885,45,1.0568,-93.6590,4258,saied,zammel,90.4885,23.9300,93.7500
TN315452,Ibn Khaldoun,إبن خلدون,TN3154,Sousse Sidi Abdelhamid,Sousse,Centre East,35.80768555,10.6423963,1.72609438,8,8,9249,2760,2621,44,95,8,9249,2760,2545,97.1003,94.7348,62,2.3655,-94.7348,14,0.5341,-96.5662,2621,saied,zammel,94.7348,29.8411,100.0000
TN315453,Ksibet Ech-Chatt,قصيبة الشط,TN3154,Sousse Sidi Abdelhamid,Sousse,Centre East,35.78873403,10.66276141,5.52500021,6,6,5168,1790,1687,24,79,5,5168,1397,1631,96.6805,94.4873,37,2.1932,-94.4873,19,1.1263,-95.5542,1687,saied,zammel,94.4873,27.0317,83.3333
TN315454,Sidi Abdelhamid,سيدي عبد الحميد,TN3154,Sousse Sidi Abdelhamid,Sousse,Centre East,35.79494572,10.6695973,2.44127561,5,5,4865,980,954,10,16,5,4865,980,900,94.3396,90.0419,41,4.2977,-90.0419,13,1.3627,-92.9769,954,saied,zammel,90.0419,20.1439,100.0000
TN315551,El Medina,المدينة,TN3155,Hammam Sousse,Sousse,Centre East,35.86029539,10.59043672,1.05084924,12,12,12882,3560,3367,60,133,12,12882,3560,3079,91.4464,84.9718,218,6.4746,-84.9718,70,2.0790,-89.3674,3367,saied,zammel,84.9718,27.6355,100.0000
TN315552,El Kantaoui,القنطاوي,TN3155,Hammam Sousse,Sousse,Centre East,35.89101422,10.58549972,8.21850783,3,3,2495,732,1038,20,41,2,2495,732,644,62.0424,27.7457,356,34.2967,-27.7457,38,3.6609,-58.3815,1038,saied,zammel,27.7457,29.3387,66.6667
TN315553,Bir Moussa,بئر موسى,TN3155,Hammam Sousse,Sousse,Centre East,35.86433107,10.60198416,2.44581415,11,11,13442,2180,2059,43,78,11,13442,2180,1702,82.6615,69.5483,270,13.1132,-69.5483,87,4.2254,-78.4361,2059,saied,zammel,69.5483,16.2178,100.0000
TN315554,Sahloul,سهلول,TN3155,Hammam Sousse,Sousse,Centre East,35.84761103,10.58014986,5.22556995,14,14,13132,3882,3893,83,138,12,12958,3586,3333,85.6152,74.3899,437,11.2253,-74.3899,123,3.1595,-82.4557,3893,saied,zammel,74.3899,27.6740,85.7143
TN315555,El Gharabi,الغرابي,TN3155,Hammam Sousse,Sousse,Centre East,35.85549714,10.58469398,1.05489723,3,3,3324,914,863,13,38,3,3324,914,785,90.9618,84.0093,60,6.9525,-84.0093,18,2.0857,-88.8760,863,saied,zammel,84.0093,27.4970,100.0000
TN315651,Akouda Est,أكودة الشرقية,TN3156,Akouda,Sousse,Centre East,35.87910634,10.57343847,2.9701048,11,11,11712,2597,2852,35,93,10,10619,2597,2559,89.7265,81.5568,233,8.1697,-81.5568,60,2.1038,-87.6227,2852,saied,zammel,81.5568,24.4562,90.9091
TN315652,Akouda Ouest,أكودة الغربية,TN3156,Akouda,Sousse,Centre East,35.88241962,10.55757884,5.13214828,7,7,6275,2573,2450,29,94,6,6275,2265,2256,92.0816,85.8776,152,6.2041,-85.8776,42,1.7143,-90.3673,2450,saied,zammel,85.8776,36.0956,85.7143
TN315653,Chott Meriam,شط مريم,TN3156,Akouda,Sousse,Centre East,35.93792485,10.54928888,10.2966997,5,5,3370,1691,1602,36,53,3,3370,987,1448,90.3870,82.9588,119,7.4282,-82.9588,35,2.1848,-88.2022,1602,saied,zammel,82.9588,29.2878,60.0000
TN315654,Chott Er-Romane,شط الرمان,TN3156,Akouda,Sousse,Centre East,35.8554452,10.55356977,6.68621564,2,2,1327,512,494,7,11,2,1327,512,463,93.7247,88.4615,26,5.2632,-88.4615,5,1.0121,-92.7126,494,saied,zammel,88.4615,38.5833,100.0000
TN315655,El Fokaia,الفقاعية,TN3156,Akouda,Sousse,Centre East,35.94248762,10.52395122,11.33529755,1,1,775,306,294,5,7,1,775,306,268,91.1565,84.3537,20,6.8027,-84.3537,6,2.0408,-89.1156,294,saied,zammel,84.3537,39.4839,100.0000
TN315656,Ettantana,الطنطانة,TN3156,Akouda,Sousse,Centre East,35.91102232,10.56266328,8.34208536,2,2,2328,779,754,9,16,2,2328,779,673,89.2573,81.2997,60,7.9576,-81.2997,21,2.7851,-86.4721,754,saied,zammel,81.2997,33.4622,100.0000
TN315751,El Jarabaa,الجرابعة,TN3157,Kalaa Kebira,Sousse,Centre East,35.84110623,10.48932732,24.35148968,7,7,7066,2127,2307,23,68,6,7066,2127,2104,91.2007,84.5687,153,6.6320,-84.5687,50,2.1673,-89.0334,2307,saied,zammel,84.5687,30.1019,85.7143
TN315752,Zearna Ouest,الزعارنةالغربية,TN3157,Kalaa Kebira,Sousse,Centre East,35.89292769,10.45549102,36.03738476,4,4,3883,1415,1326,20,69,3,3883,1115,1249,94.1931,89.2157,66,4.9774,-89.2157,11,0.8296,-93.3635,1326,saied,zammel,89.2157,28.7149,75.0000
TN315753,Zearna Est,الزعارنة الشرقية,TN3157,Kalaa Kebira,Sousse,Centre East,35.90273302,10.51576861,30.79633406,13,13,13340,3995,3860,45,90,12,13340,3507,3567,92.4093,86.7098,220,5.6995,-86.7098,73,1.8912,-90.5181,3860,saied,zammel,86.7098,26.2894,92.3077
TN315754,Ouled Mhamed,أولاد محمد,TN3157,Kalaa Kebira,Sousse,Centre East,35.85183041,10.45379697,33.04334017,7,7,7122,1703,2160,29,76,5,5352,1703,2054,95.0926,91.3889,80,3.7037,-91.3889,26,1.2037,-93.8889,2160,saied,zammel,91.3889,31.8199,71.4286
TN315755,Essed Ouest,السد الغربي,TN3157,Kalaa Kebira,Sousse,Centre East,35.92150184,10.38619652,22.14407972,4,4,2310,1000,966,9,25,4,2310,1000,932,96.4803,93.9959,24,2.4845,-93.9959,10,1.0352,-95.4451,966,saied,zammel,93.9959,43.2900,100.0000
TN315756,Balaoum,بلعوم,TN3157,Kalaa Kebira,Sousse,Centre East,35.85740662,10.3759023,92.01290433,2,2,1887,361,351,3,7,2,1887,361,334,95.1567,91.4530,13,3.7037,-91.4530,4,1.1396,-94.0171,351,saied,zammel,91.4530,19.1309,100.0000
TN315851,Sidi Bou Ali,سيدي بوعلي,TN3158,Sidi Bou Ali,Sousse,Centre East,35.95935613,10.48006128,20.98193704,8,8,9311,2848,2731,36,81,7,9040,2481,2568,94.0315,90.4064,99,3.6250,-90.4064,64,2.3435,-91.6880,2731,saied,zammel,90.4064,27.4447,87.5000
TN315852,Essed Sud,السد القبلي,TN3158,Sidi Bou Ali,Sousse,Centre East,35.93217179,10.4223817,13.70718502,1,1,1111,0,460,1,15,0,0,0,440,95.6522,91.9565,17,3.6957,-91.9565,3,0.6522,-95.0000,460,saied,zammel,91.9565,,0.0000
TN315853,Essed Nord (Essateh),السد الجوفي - السطح,TN3158,Sidi Bou Ali,Sousse,Centre East,35.95471971,10.41639959,16.23869668,2,2,1264,463,445,3,15,2,1264,463,419,94.1573,89.8876,19,4.2697,-89.8876,7,1.5730,-92.5843,445,saied,zammel,89.8876,36.6297,100.0000
TN315854,Ech-Chouicha,الشويشة,TN3158,Sidi Bou Ali,Sousse,Centre East,35.96609159,10.37086165,17.38973327,1,1,661,305,295,4,6,1,661,305,285,96.6102,94.9153,5,1.6949,-94.9153,5,1.6949,-94.9153,295,saied,maghzaoui,94.9153,46.1422,100.0000
TN315855,Ouriemma,وريمة,TN3158,Sidi Bou Ali,Sousse,Centre East,35.92572267,10.45618284,8.08901466,1,1,924,435,406,1,28,1,924,435,403,99.2611,98.7685,1,0.2463,-99.0148,2,0.4926,-98.7685,406,saied,maghzaoui,98.7685,47.0779,100.0000
TN315856,Menzel El Mahatta,منزل المحطة,TN3158,Sidi Bou Ali,Sousse,Centre East,36.00513926,10.3561771,28.0880594,2,2,1547,538,515,4,19,2,1547,538,503,97.6699,95.7282,10,1.9417,-95.7282,2,0.3883,-97.2816,515,saied,zammel,95.7282,34.7770,100.0000
TN315857,Mehadhba,المهاذبة,TN3158,Sidi Bou Ali,Sousse,Centre East,35.98523394,10.43886295,25.02417839,1,1,1104,458,436,4,18,1,1104,458,429,98.3945,97.4771,4,0.9174,-97.4771,3,0.6881,-97.7064,436,saied,zammel,97.4771,41.4855,100.0000
TN315951,Hergla,هرقلة,TN3159,Hergla,Sousse,Centre East,36.02829798,10.49771499,34.19850106,6,6,5428,1566,1502,25,39,6,5428,1566,1384,92.1438,86.1518,90,5.9920,-86.1518,28,1.8642,-90.2796,1502,saied,zammel,86.1518,28.8504,100.0000
TN315952,El Aribet,العريبات,TN3159,Hergla,Sousse,Centre East,36.02997345,10.45605673,26.1480724,1,1,216,493,430,6,57,0,0,0,421,97.9070,96.5116,6,1.3953,-96.5116,3,0.6977,-97.2093,430,saied,zammel,96.5116,,0.0000
TN315953,Essouieh,السويح,TN3159,Hergla,Sousse,Centre East,36.03022044,10.39966969,35.11412456,1,1,1100,499,455,1,43,1,1100,499,436,95.8242,93.1868,12,2.6374,-93.1868,7,1.5385,-94.2857,455,saied,zammel,93.1868,45.3636,100.0000
TN316051,Enfidha,النفيضة,TN3160,Enfidha,Sousse,Centre East,36.09366934,10.4151891,83.98521756,10,10,6830,2823,3442,37,117,6,6830,1850,3246,94.3056,89.7153,158,4.5904,-89.7153,38,1.1040,-93.2016,3442,saied,zammel,89.7153,27.0864,60.0000
TN316052,El Frada,الفرادة,TN3160,Enfidha,Sousse,Centre East,36.08814796,10.32231815,36.32105871,2,2,2088,808,782,8,18,2,2088,808,753,96.2916,93.4783,22,2.8133,-93.4783,7,0.8951,-95.3964,782,saied,zammel,93.4783,38.6973,100.0000
TN316053,Gerimet Est,قريميط الشرقية,TN3160,Enfidha,Sousse,Centre East,36.09413954,10.26961345,17.59976473,3,3,1117,691,669,11,11,2,1117,374,648,96.8610,95.0673,12,1.7937,-95.0673,9,1.3453,-95.5157,669,saied,zammel,95.0673,33.4825,66.6667
TN316054,Gerimet Ouest,قريميط الغربية,TN3160,Enfidha,Sousse,Centre East,36.06667883,10.23124773,21.17355649,5,5,3541,1368,1334,9,25,4,3541,1021,1311,98.2759,97.3763,11,0.8246,-97.4513,12,0.8996,-97.3763,1334,saied,maghzaoui,97.3763,28.8337,80.0000
TN316055,Chegarnia,الشقارنية,TN3160,Enfidha,Sousse,Centre East,36.16223099,10.42108891,44.62016273,3,3,3287,709,1142,18,29,2,2191,709,1100,96.3222,94.1331,25,2.1891,-94.1331,17,1.4886,-94.8336,1142,saied,zammel,94.1331,32.3597,66.6667
TN316056,Ouled Abdellah,أولاد عبد الله,TN3160,Enfidha,Sousse,Centre East,36.15107741,10.35422284,14.9482112,2,2,2261,962,932,7,23,2,2261,962,899,96.4592,93.4549,28,3.0043,-93.4549,5,0.5365,-95.9227,932,saied,zammel,93.4549,42.5475,100.0000
TN316057,Takrouna,تكرونة,TN3160,Enfidha,Sousse,Centre East,36.14964829,10.32709153,2.34948481,1,1,566,211,202,1,8,1,566,211,195,96.5347,94.0594,5,2.4752,-94.0594,2,0.9901,-95.5446,202,saied,zammel,94.0594,37.2792,100.0000
TN316058,Menzel Fateh,منزل فاتح,TN3160,Enfidha,Sousse,Centre East,36.13481404,10.30614127,10.76354862,1,1,1198,546,530,5,11,1,1198,546,520,98.1132,96.6038,8,1.5094,-96.6038,2,0.3774,-97.7358,530,saied,zammel,96.6038,45.5760,100.0000
TN316059,El Garci,القارصي,TN3160,Enfidha,Sousse,Centre East,36.14572943,10.25187493,19.06800507,2,2,1931,856,814,3,39,2,1931,856,795,97.6658,95.8231,15,1.8428,-95.8231,4,0.4914,-97.1744,814,saied,zammel,95.8231,44.3294,100.0000
TN316060,Ain Medhaker,عين مذاكر,TN3160,Enfidha,Sousse,Centre East,36.19330512,10.2885663,50.34032603,3,3,2866,959,898,7,54,3,2866,959,872,97.1047,94.8775,20,2.2272,-94.8775,6,0.6682,-96.4365,898,saied,zammel,94.8775,33.4613,100.0000
TN316061,Hicher,هيشر,TN3160,Enfidha,Sousse,Centre East,36.12411178,10.22953184,30.58634105,5,5,3902,1633,1563,9,61,5,3902,1633,1535,98.2086,96.9290,20,1.2796,-96.9290,8,0.5118,-97.6967,1563,saied,zammel,96.9290,41.8503,100.0000
