level,group_kind,group,metric,n,mean,sd,min,p10,p25,p50,p75,p90,max
delegation,governorate,Monastir,turnout_pct,13,32.7398,3.4003,24.7919,29.8873,31.3340,33.3298,34.7524,36.2912,38.0742
delegation,governorate,Médenine,saied_share_pct,9,89.0840,3.0879,84.0830,85.8124,86.8564,89.5447,90.9358,92.7131,93.3485
delegation,governorate,Médenine,zammel_share_pct,9,8.2567,2.8023,4.8337,5.3395,5.6395,7.7833,10.5629,11.1693,12.7010
delegation,governorate,Médenine,maghzaoui_share_pct,9,2.6593,0.5217,1.8178,1.9474,2.5710,2.6720,2.9688,3.2578,3.4248
delegation,governorate,Médenine,margin_pp,9,80.8273,5.8740,71.3820,74.6431,76.2935,81.7615,85.2963,87.3737,88.5148
delegation,governorate,Médenine,turnout_pct,9,19.0781,2.9817,15.5380,16.5609,17.3077,18.7456,19.3031,21.4344,26.0330
delegation,governorate,Nabeul,saied_share_pct,16,93.9607,2.5655,89.1822,90.2660,91.9719,94.6604,96.0355,96.6436,96.8884
delegation,governorate,Nabeul,zammel_share_pct,16,4.6171,2.2012,2.1519,2.2657,2.8591,4.0918,6.2419,7.8890,8.5113
delegation,governorate,Nabeul,maghzaoui_share_pct,16,1.4222,0.3905,0.9563,1.0333,1.1397,1.2956,1.7070,1.8964,2.3066
delegation,governorate,Nabeul,margin_pp,16,89.3436,4.7647,80.6709,82.3769,85.7300,90.6091,93.1764,94.3795,94.7331
delegation,governorate,Nabeul,turnout_pct,16,34.8707,4.2035,26.9269,31.3477,32.4378,34.2579,36.6867,39.4468,44.7812
delegation,governorate,Sfax,saied_share_pct,16,89.8539,4.2296,82.6969,84.2050,86.6435,90.8783,93.6684,94.7293,94.7632
delegation,governorate,Sfax,zammel_share_pct,16,7.9708,3.8447,3.4895,4.0145,4.7371,7.2659,10.9614,13.5080,14.7692
delegation,governorate,Sfax,maghzaoui_share_pct,16,2.1753,0.7022,1.0852,1.4881,1.7187,2.0747,2.5050,2.7534,4.0464
delegation,governorate,Sfax,margin_pp,16,81.8832,8.0529,67.9277,70.6970,75.6821,83.6125,88.9313,90.7161,91.2708
delegation,governorate,Sfax,turnout_pct,16,31.6231,4.2813,24.4041,25.5173,28.4847,32.4806,35.1159,35.9725,37.0885
delegation,governorate,Sidi Bou Zid,saied_share_pct,12,95.9578,1.4289,93.0945,93.9735,95.3923,96.4246,96.9344,97.2336,97.5399
delegation,governorate,Sidi Bou Zid,zammel_share_pct,12,2.4361,0.7355,1.5609,1.5988,1.9976,2.3005,2.8090,3.1452,4.0723
delegation,governorate,Sidi Bou Zid,maghzaoui_share_pct,12,1.6060,0.9571,0.8992,0.9354,1.0595,1.2094,1.5394,3.0589,3.8904
delegation,governorate,Sidi Bou Zid,margin_pp,12,93.3975,2.2558,89.2041,89.9906,92.2279,94.1806,94.9018,95.6347,95.9790
delegation,governorate,Sidi Bou Zid,turnout_pct,12,31.6747,4.1851,25.3458,26.5007,27.7191,31.5748,35.2262,36.2826,37.6215
delegation,governorate,Siliana,saied_share_pct,11,92.9068,4.1691,81.4165,91.0903,92.0116,94.1540,95.1077,95.8846,96.3496
delegation,governorate,Siliana,zammel_share_pct,11,6.0531,4.3187,2.4162,2.8019,3.6882,4.7644,7.0126,8.0401,17.8815
delegation,governorate,Siliana,maghzaoui_share_pct,11,1.0402,0.2965,0.7020,0.8485,0.8634,0.9318,1.0880,1.4765,1.6991
delegation,governorate,Siliana,margin_pp,11,86.8537,8.4839,63.5350,83.0502,84.9990,89.3896,91.4194,93.4684,93.5478
delegation,governorate,Siliana,turnout_pct,11,34.0729,2.9719,29.8310,31.0261,31.5794,34.0521,35.8717,37.1618,39.6459
delegation,governorate,Sousse,saied_share_pct,16,92.2382,4.0427,85.0535,85.8150,89.9748,93.6145,95.5026,96.0294,96.5386
delegation,governorate,Sousse,zammel_share_pct,16,6.1447,3.4734,2.5494,2.9463,3.2590,4.9216,8.0612,11.6790,11.9519
delegation,governorate,Sousse,maghzaoui_share_pct,16,1.6171,0.6326,0.9120,0.9456,1.0034,1.5756,1.8902,2.5059,2.9947
delegation,governorate,Sousse,margin_pp,16,86.0936,7.5110,73.1016,74.1361,81.9137,88.8180,92.3689,93.0320,93.9892
delegation,governorate,Sousse,turnout_pct,16,30.6034,4.1641,24.3276,25.9457,27.8372,29.5765,33.0460,36.2370,37.9326
delegation,governorate,Tataouine,saied_share_pct,7,88.0183,2.6733,84.0691,85.4277,86.8548,87.6914,89.3380,91.3183,91.9822
delegation,governorate,Tataouine,zammel_share_pct,7,9.3485,2.5091,5.6793,6.2675,8.0581,9.9148,10.2535,11.5782,13.2224
delegation,governorate,Tataouine,maghzaoui_share_pct,7,2.6332,0.3149,2.2851,2.3171,2.4015,2.5990,2.7802,2.9850,3.1844
delegation,governorate,Tataouine,margin_pp,7,78.6698,5.1754,70.8467,73.8495,76.6014,77.8854,81.2254,85.0508,86.3029
delegation,governorate,Tataouine,turnout_pct,7,20.9385,6.6335,13.8187,14.2514,15.2617,21.6185,24.6782,28.8392,31.2523
delegation,governorate,Tozeur,saied_share_pct,5,92.6599,2.1740,89.1927,90.4474,92.3294,92.9469,93.9006,94.5181,94.9298
delegation,governorate,Tozeur,zammel_share_pct,5,5.2745,2.0046,2.9587,3.3689,3.9843,5.2663,5.9601,7.3059,8.2031
delegation,governorate,Tozeur,maghzaoui_share_pct,5,2.0656,0.3530,1.7105,1.7410,1.7868,2.1115,2.1151,2.4086,2.6042
delegation,governorate,Tozeur,margin_pp,5,87.3854,4.1672,80.9896,83.1414,86.3692,87.6806,89.9164,91.1493,91.9712
delegation,governorate,Tozeur,turnout_pct,5,35.9111,3.3002,32.6218,32.6252,32.6302,36.0904,38.2332,39.2813,39.9801
delegation,governorate,Tunis,saied_share_pct,21,85.6692,8.0035,59.7318,78.4417,82.7355,86.8852,90.5961,94.1552,95.0922
delegation,governorate,Tunis,zammel_share_pct,21,11.9200,7.0371,3.8739,4.9238,7.3062,10.6167,14.1834,18.5152,35.1268
delegation,governorate,Tunis,maghzaoui_share_pct,21,2.4108,1.0328,0.9210,1.0340,1.7064,2.2814,2.9580,3.3667,5.1413
delegation,governorate,Tunis,margin_pp,21,73.7491,15.0362,24.6050,60.0776,68.5521,76.2685,83.2899,89.2313,91.2183
delegation,governorate,Tunis,turnout_pct,21,29.2310,4.0487,18.8839,22.6305,27.6090,30.8786,31.8093,32.2695,34.7961
delegation,governorate,Zaghouan,saied_share_pct,6,95.4552,1.4680,93.0660,93.8828,94.9163,95.7197,96.0412,96.7633,97.4292
delegation,governorate,Zaghouan,zammel_share_pct,6,3.3707,1.3275,1.4158,2.1891,2.9652,3.2413,3.8056,4.6816,5.4589
delegation,governorate,Zaghouan,maghzaoui_share_pct,6,1.1741,0.2271,0.9243,0.9323,0.9936,1.1543,1.3358,1.4356,1.4751
delegation,governorate,Zaghouan,margin_pp,6,92.0846,2.7898,87.6071,89.2011,91.1107,92.4785,93.0761,94.5742,96.0134
delegation,governorate,Zaghouan,turnout_pct,6,36.9266,3.2883,33.4704,33.9557,34.7651,35.8453,39.2680,40.9789,41.5851
