bureau_code,governorate_ar,delegation_ar,sector_ar,polling_centre_ar,governorate_name,delegation_name,imada_name,adm3_pcode,adm4_pcode,reading,rows,n_representatives,rep_saied,rep_zammel,rep_maghzaoui,unattributed,table_source,rotation,registered,voters,valid,turnout_pct,saied_share_pct,winner
19130510101,المهدية,هبيرة,هبيرة,م إبتدائية 2مارس 34 هبيرة - هبيرة,Mahdia,Hbira,Hebira,TN3355,TN335551,located,,,,,,,red,0,1061,325,297,30.6315,93.9394,saied
19130510102,المهدية,هبيرة,هبيرة,م إبتدائية 2مارس 34 هبيرة - هبيرة,Mahdia,Hbira,Hebira,TN3355,TN335551,located,,,,,,,red,0,1061,197,186,18.5674,97.8495,saied
19130510201,المهدية,هبيرة,هبيرة,م إبتدائية الحجارة - هبيرة,Mahdia,Hbira,Hebira,TN3355,TN335551,not located,,,,,,,,,164,109,109,66.4634,89.9083,saied
20010110101,المنستير,البقالطة,البغدادي,م إبتدائية البغدادي,Monastir,Bekalta,El Baghdadi,TN3259,TN325953,read,ss.,2,2,0,0,0,red,0,510,169,159,33.1373,92.4528,saied
20010210101,المنستير,البقالطة,البقالطة الجنوبية,م إبتدائية البقالطة المحطة - البقالطة الجنوبية,Monastir,Bekalta,Beklta Sud,TN3259,TN325952,located,,,,,,,red,0,981,,266,,91.7293,saied
20010210102,المنستير,البقالطة,البقالطة الجنوبية,م إبتدائية البقالطة المحطة - البقالطة الجنوبية,Monastir,Bekalta,Beklta Sud,TN3259,TN325952,located,,,,,,,red,0,228,196,186,85.9649,89.7849,saied
20010210103,المنستير,البقالطة,البقالطة الجنوبية,م إبتدائية البقالطة المحطة - البقالطة الجنوبية,Monastir,Bekalta,Beklta Sud,TN3259,TN325952,read,s..,1,1,0,0,0,red,0,980,200,189,20.4082,94.1799,saied
20010210201,المنستير,البقالطة,البقالطة الجنوبية,م إبتدائية حشاد البقالطة - البقالطة الجنوبية,Monastir,Bekalta,Beklta Sud,TN3259,TN325952,located,,,,,,,red,0,945,275,266,29.1005,95.4887,saied
20010210202,المنستير,البقالطة,البقالطة الجنوبية,م إبتدائية حشاد البقالطة - البقالطة الجنوبية,Monastir,Bekalta,Beklta Sud,TN3259,TN325952,located,,,,,,,red,0,945,212,207,22.4339,94.6860,saied
20010210203,المنستير,البقالطة,البقالطة الجنوبية,م إبتدائية حشاد البقالطة - البقالطة الجنوبية,Monastir,Bekalta,Beklta Sud,TN3259,TN325952,read,ss.,2,2,0,0,0,red,0,944,198,189,20.9746,94.7090,saied
20010310101,المنستير,البقالطة,البقالطة الشرقية,م إ البحيرة - البقالطة الشرقية,Monastir,Bekalta,Beklta Est,TN3259,TN325954,located,,,,,,,red,0,956,345,335,36.0879,97.9104,saied
20010310201,المنستير,البقالطة,البقالطة الشرقية,م إبتدائية الشرف - البقالطة الشرقية,Monastir,Bekalta,Beklta Est,TN3259,TN325954,located,,,,,,,red,0,871,,294,,95.9184,saied
20010410101,المنستير,البقالطة,البقالطة الشمالية,م إبتدائية البقالطة زبيد - البقالطة الشمالية,Monastir,Bekalta,Bekalta Nord,TN3259,TN325951,located,,,,,,,red,0,523,171,167,32.6960,96.4072,saied
20010410201,المنستير,البقالطة,البقالطة الشمالية,م اعدادية البقالطة,Monastir,Bekalta,Bekalta Nord,TN3259,TN325951,located,,,,,,,red,0,916,274,261,29.9127,95.4023,saied
20010420101,المنستير,البقالطة,البقالطة الشمالية,م إبتدائية الحي الجديد البقالطة - البقالطة الشمالية,Monastir,Bekalta,Bekalta Nord,TN3259,TN325951,located,,,,,,,red,0,1180,442,426,37.4576,91.7840,saied
20010420102,المنستير,البقالطة,البقالطة الشمالية,م إبتدائية الحي الجديد البقالطة - البقالطة الشمالية,Monastir,Bekalta,Bekalta Nord,TN3259,TN325951,located,,,,,,,red,0,1180,412,394,34.9153,93.1472,saied
20010420103,المنستير,البقالطة,البقالطة الشمالية,م إبتدائية الحي الجديد البقالطة - البقالطة الشمالية,Monastir,Bekalta,Bekalta Nord,TN3259,TN325951,located,,,,,,,red,0,1180,325,316,27.5424,93.9873,saied
20010420104,المنستير,البقالطة,البقالطة الشمالية,م إبتدائية الحي الجديد البقالطة - البقالطة الشمالية,Monastir,Bekalta,Bekalta Nord,TN3259,TN325951,located,,,,,,,red,0,817,323,316,39.5349,91.4557,saied
20020110101,المنستير,الساحلين,الساحلين الشرقية,م إبتدائية السلام الساحلين - الساحلين الشرقية,Monastir,Sahline,Sahline Est,TN3253,TN325351,located,,,,,,,red,0,1195,555,538,46.4435,90.1487,saied
20020110102,المنستير,الساحلين,الساحلين الشرقية,م إبتدائية السلام الساحلين - الساحلين الشرقية,Monastir,Sahline,Sahline Est,TN3253,TN325351,located,,,,,,,red,0,1195,500,473,41.8410,89.8520,saied
20020110103,المنستير,الساحلين,الساحلين الشرقية,م إبتدائية السلام الساحلين - الساحلين الشرقية,Monastir,Sahline,Sahline Est,TN3253,TN325351,located,,,,,,,red,0,1195,403,389,33.7238,91.0026,saied
20020110104,المنستير,الساحلين,الساحلين الشرقية,م إبتدائية السلام الساحلين - الساحلين الشرقية,Monastir,Sahline,Sahline Est,TN3253,TN325351,located,,,,,,,red,0,1794,455,444,25.3623,92.7928,saied
20020110201,المنستير,الساحلين,الساحلين الشرقية,م إبتدائية شاكر الساحلين - الساحلين الشرقية,Monastir,Sahline,Sahline Est,TN3253,TN325351,located,,,,,,,red,0,699,342,321,48.9270,93.1464,saied
20020110202,المنستير,الساحلين,الساحلين الشرقية,م إبتدائية شاكر الساحلين - الساحلين الشرقية,Monastir,Sahline,Sahline Est,TN3253,TN325351,located,,,,,,,red,0,699,280,264,40.0572,92.8030,saied
20020210101,المنستير,الساحلين,الساحلين الغربية,م إبتدائية الحبيب الساحلين - الساحلين الغربية,Monastir,Sahline,Sahline Ouest,TN3253,TN325352,located,,,,,,,red,0,1280,486,466,37.9688,88.6266,saied
20020210102,المنستير,الساحلين,الساحلين الغربية,م إبتدائية الحبيب الساحلين - الساحلين الغربية,Monastir,Sahline,Sahline Ouest,TN3253,TN325352,located,,,,,,,red,0,1280,444,430,34.6875,89.3023,saied
20020210103,المنستير,الساحلين,الساحلين الغربية,م إبتدائية الحبيب الساحلين - الساحلين الغربية,Monastir,Sahline,Sahline Ouest,TN3253,TN325352,read,ss.,2,2,0,0,0,red,0,1280,369,355,28.8281,87.8873,saied
20020210104,المنستير,الساحلين,الساحلين الغربية,م إبتدائية الحبيب الساحلين - الساحلين الغربية,Monastir,Sahline,Sahline Ouest,TN3253,TN325352,read,s?.,1,1,0,0,1,red,0,1280,355,332,27.7344,88.2530,saied
20020210105,المنستير,الساحلين,الساحلين الغربية,م إبتدائية الحبيب الساحلين - الساحلين الغربية,Monastir,Sahline,Sahline Ouest,TN3253,TN325352,located,,,,,,,red,0,1277,381,362,29.8356,93.9227,saied
20020310101,المنستير,الساحلين,سيدي عامر,المدرسة الإعدادية سيدي عامر,Monastir,Sahline,Sidi Ameur,TN3253,TN325353,located,,,,,,,red,0,176,95,88,53.9773,94.3182,saied
20020310201,المنستير,الساحلين,سيدي عامر,م إبتدائية سيدي عامر,Monastir,Sahline,Sidi Ameur,TN3253,TN325353,located,,,,,,,red,0,1263,515,500,40.7759,92.0000,saied
20020310202,المنستير,الساحلين,سيدي عامر,م إبتدائية سيدي عامر,Monastir,Sahline,Sidi Ameur,TN3253,TN325353,located,,,,,,,red,0,,479,453,,92.0530,saied
20020310203,المنستير,الساحلين,سيدي عامر,م إبتدائية سيدي عامر,Monastir,Sahline,Sidi Ameur,TN3253,TN325353,located,,,,,,,red,0,1263,427,410,33.8084,93.4146,saied
20020310204,المنستير,الساحلين,سيدي عامر,م إبتدائية سيدي عامر,Monastir,Sahline,Sidi Ameur,TN3253,TN325353,located,,,,,,,red,0,1261,441,431,34.9722,95.8237,saied
20020410101,المنستير,الساحلين,مسجد عيسى,م إبتدائية مسجد عيسى,Monastir,Sahline,Masjed Aissa,TN3253,TN325355,read,ss.,2,2,0,0,0,red,0,727,346,331,47.5928,93.9577,saied
20020410102,المنستير,الساحلين,مسجد عيسى,م إبتدائية مسجد عيسى,Monastir,Sahline,Masjed Aissa,TN3253,TN325355,located,,,,,,,red,0,727,269,260,37.0014,94.2308,saied
20020510101,المنستير,الساحلين,معتمر,م إبتدائية معتمر2مارس ,Monastir,Sahline,Mootmar,TN3253,TN325354,located,,,,,,,red,0,1091,493,462,45.1879,95.0216,saied
20020510102,المنستير,الساحلين,معتمر,م إبتدائية معتمر2مارس ,Monastir,Sahline,Mootmar,TN3253,TN325354,read,s..,1,1,0,0,0,red,0,1091,411,392,37.6719,92.8571,saied
20020510103,المنستير,الساحلين,معتمر,م إبتدائية معتمر2مارس ,Monastir,Sahline,Mootmar,TN3253,TN325354,located,,,,,,,red,0,1091,448,433,41.0632,96.9977,saied
20030110101,المنستير,المكنين,الشراحيل,خيمة حي الطرابلسية,Monastir,Moknine,Cherahil,TN3258,TN325859,located,,,,,,,red,0,119,78,77,65.5462,97.4026,saied
20030110201,المنستير,المكنين,الشراحيل,م إبتدائية المزاهيد شراحيل,Monastir,Moknine,Cherahil,TN3258,TN325859,read,...,0,0,0,0,0,red,0,1077,354,340,32.8691,96.4706,saied
20030110301,المنستير,المكنين,الشراحيل,م إبتدائية شراحيل,Monastir,Moknine,Cherahil,TN3258,TN325859,read,...,0,0,0,0,0,red,0,494,314,300,63.5628,96.3333,saied
20030110302,المنستير,المكنين,الشراحيل,م إبتدائية شراحيل,Monastir,Moknine,Cherahil,TN3258,TN325859,located,,,,,,,red,0,1103,264,261,23.9347,98.0843,saied
20030210101,المنستير,المكنين,المكنين الجوفية,م إبتدائية ابن صالح المكنين - المكنين الجوفية,Monastir,Moknine,Moknine Nord,TN3258,TN325853,read,...,0,0,0,0,0,red,0,1063,420,398,39.5108,89.9497,saied
20030210102,المنستير,المكنين,المكنين الجوفية,م إبتدائية ابن صالح المكنين - المكنين الجوفية,Monastir,Moknine,Moknine Nord,TN3258,TN325853,read,s..,1,1,0,0,0,red,0,1063,363,350,34.1486,92.8571,saied
20030210103,المنستير,المكنين,المكنين الجوفية,م إبتدائية ابن صالح المكنين - المكنين الجوفية,Monastir,Moknine,Moknine Nord,TN3258,TN325853,located,,,,,,,red,0,1063,306,296,28.7865,92.5676,saied
20030210104,المنستير,المكنين,المكنين الجوفية,م إبتدائية ابن صالح المكنين - المكنين الجوفية,Monastir,Moknine,Moknine Nord,TN3258,TN325853,located,,,,,,,red,0,1061,311,304,29.3120,94.7368,saied
20030310101,المنستير,المكنين,المكنين الشرقية,م إبتدائية الحاج محمد زخامة المكنين - المكنين الشرقية,Monastir,Moknine,Moknine Est,TN3258,TN325851,located,,,,,,,red,0,1192,310,303,26.0067,96.6997,saied
20030310102,المنستير,المكنين,المكنين الشرقية,م إبتدائية الحاج محمد زخامة المكنين - المكنين الشرقية,Monastir,Moknine,Moknine Est,TN3258,TN325851,located,,,,,,,red,0,1192,278,271,23.3221,97.4170,saied
20030310103,المنستير,المكنين,المكنين الشرقية,م إبتدائية الحاج محمد زخامة المكنين - المكنين الشرقية,Monastir,Moknine,Moknine Est,TN3258,TN325851,read,...,0,0,0,0,0,red,0,1192,217,217,18.2047,97.2350,saied
20030310104,المنستير,المكنين,المكنين الشرقية,م إبتدائية الحاج محمد زخامة المكنين - المكنين الشرقية,Monastir,Moknine,Moknine Est,TN3258,TN325851,read,...,0,0,0,0,0,red,0,,229,222,,99.0991,saied
20030310105,المنستير,المكنين,المكنين الشرقية,م إبتدائية الحاج محمد زخامة المكنين - المكنين الشرقية,Monastir,Moknine,Moknine Est,TN3258,TN325851,located,,,,,,,red,0,1189,237,231,19.9327,95.6710,saied
20030310106,المنستير,المكنين,المكنين الشرقية,م إبتدائية الحاج محمد زخامة المكنين - المكنين الشرقية,Monastir,Moknine,Moknine Est,TN3258,TN325851,located,,,,,,,red,0,1192,179,176,15.0168,96.0227,saied
20030310201,المنستير,المكنين,المكنين الشرقية,م إبتدائية الهدى المكنين - المكنين الشرقية,Monastir,Moknine,Moknine Est,TN3258,TN325851,located,,,,,,,red,0,1167,278,269,23.8218,96.2825,saied
20030310202,المنستير,المكنين,المكنين الشرقية,م إبتدائية الهدى المكنين - المكنين الشرقية,Monastir,Moknine,Moknine Est,TN3258,TN325851,located,,,,,,,red,0,1167,286,275,24.5073,95.6364,saied
20030310203,المنستير,المكنين,المكنين الشرقية,م إبتدائية الهدى المكنين - المكنين الشرقية,Monastir,Moknine,Moknine Est,TN3258,TN325851,located,,,,,,,red,0,1167,227,219,19.4516,93.1507,saied
20030310204,المنستير,المكنين,المكنين الشرقية,م إبتدائية الهدى المكنين - المكنين الشرقية,Monastir,Moknine,Moknine Est,TN3258,TN325851,located,,,,,,,red,0,1167,199,194,17.0523,98.4536,saied
20030310205,المنستير,المكنين,المكنين الشرقية,م إبتدائية الهدى المكنين - المكنين الشرقية,Monastir,Moknine,Moknine Est,TN3258,TN325851,read,s..,1,1,0,0,0,red,0,1167,174,168,14.9100,98.8095,saied
20030310206,المنستير,المكنين,المكنين الشرقية,م إبتدائية الهدى المكنين - المكنين الشرقية,Monastir,Moknine,Moknine Est,TN3258,TN325851,located,,,,,,,red,0,1167,226,223,19.3659,95.9641,saied
20030310207,المنستير,المكنين,المكنين الشرقية,م إبتدائية الهدى المكنين - المكنين الشرقية,Monastir,Moknine,Moknine Est,TN3258,TN325851,located,,,,,,,red,0,1163,139,135,11.9518,96.2963,saied
20030410101,المنستير,المكنين,المكنين الغربية,م إبتدائية الزهور بالمكنين - المكنين الغربية,Monastir,Moknine,Moknine Ouest,TN3258,TN325855,read,s..,1,1,0,0,0,red,0,1025,459,443,44.7805,93.6795,saied
20030410102,المنستير,المكنين,المكنين الغربية,م إبتدائية الزهور بالمكنين - المكنين الغربية,Monastir,Moknine,Moknine Ouest,TN3258,TN325855,located,,,,,,,red,0,1025,421,409,41.0732,90.4645,saied
20030410103,المنستير,المكنين,المكنين الغربية,م إبتدائية الزهور بالمكنين - المكنين الغربية,Monastir,Moknine,Moknine Ouest,TN3258,TN325855,located,,,,,,,red,0,1025,405,390,39.5122,92.5641,saied
20030410104,المنستير,المكنين,المكنين الغربية,م إبتدائية الزهور بالمكنين - المكنين الغربية,Monastir,Moknine,Moknine Ouest,TN3258,TN325855,located,,,,,,,red,0,1022,362,354,35.4207,90.9605,saied
20030410201,المنستير,المكنين,المكنين الغربية,م إبتدائية سعيد أبو بكر بالمكنين - المكنين الغربية,Monastir,Moknine,Moknine Ouest,TN3258,TN325855,located,,,,,,,red,0,1177,532,523,45.1997,96.5583,saied
20030410202,المنستير,المكنين,المكنين الغربية,م إبتدائية سعيد أبو بكر بالمكنين - المكنين الغربية,Monastir,Moknine,Moknine Ouest,TN3258,TN325855,located,,,,,,,red,0,1176,393,385,33.4184,97.4026,saied
20030510101,المنستير,المكنين,المكنين القبلية,المدرسة الاعدادية الطاهر الحداد,Monastir,Moknine,Moknine Sud,TN3258,TN325852,located,,,,,,,red,0,842,369,363,43.8242,95.5923,saied
20030510201,المنستير,المكنين,المكنين القبلية,المعهد الثانوي المكنين 3,Monastir,Moknine,Moknine Sud,TN3258,TN325852,located,,,,,,,red,0,460,162,159,35.2174,97.4843,saied
20030610101,المنستير,المكنين,خير الدين,م إبتدائية الزامرين المكنين - خير الدين,Monastir,Moknine,Kheredine,TN3258,TN325856,read,s..,1,1,0,0,0,red,0,730,328,324,44.9315,97.8395,saied
20030610102,المنستير,المكنين,خير الدين,م إبتدائية الزامرين المكنين - خير الدين,Monastir,Moknine,Kheredine,TN3258,TN325856,read,...,0,0,0,0,0,red,0,730,268,263,36.7123,99.2395,saied
20030610201,المنستير,المكنين,خير الدين,م إبتدائية المنار المكنين - خير الدين,Monastir,Moknine,Kheredine,TN3258,TN325856,located,,,,,,,red,0,709,292,279,41.1848,91.3978,saied
20030610301,المنستير,المكنين,خير الدين,م إبتدائية خير الدين,Monastir,Moknine,Kheredine,TN3258,TN325856,located,,,,,,,red,0,484,331,328,68.3884,97.2561,saied
20030610302,المنستير,المكنين,خير الدين,م إبتدائية خير الدين,Monastir,Moknine,Kheredine,TN3258,TN325856,located,,,,,,,red,0,847,288,282,34.0024,95.3901,saied
20030610401,المنستير,المكنين,خير الدين,م إبتدائية نهج بورقيبة الفتح - خير الدين,Monastir,Moknine,Kheredine,TN3258,TN325856,located,,,,,,,red,0,1052,423,417,40.2091,91.6067,saied
20030610402,المنستير,المكنين,خير الدين,م إبتدائية نهج بورقيبة الفتح - خير الدين,Monastir,Moknine,Kheredine,TN3258,TN325856,located,,,,,,,red,0,1052,320,313,30.4183,98.0831,saied
20030610403,المنستير,المكنين,خير الدين,م إبتدائية نهج بورقيبة الفتح - خير الدين,Monastir,Moknine,Kheredine,TN3258,TN325856,located,,,,,,,red,0,1052,295,291,28.0418,97.2509,saied
20030710101,المنستير,المكنين,راس الوادي,المدرسة الإعدادية 05 سبتمبر,Monastir,Moknine,Ras El Ouad,TN3258,TN325854,located,,,,,,,red,0,282,176,171,62.4113,97.6608,saied
20030710201,المنستير,المكنين,راس الوادي,م إبتدائية الاخلاق بالمكنين - رأس الوادي,Monastir,Moknine,Ras El Ouad,TN3258,TN325854,located,,,,,,,red,0,1069,497,485,46.4920,94.8454,saied
20030710202,المنستير,المكنين,راس الوادي,م إبتدائية الاخلاق بالمكنين - رأس الوادي,Monastir,Moknine,Ras El Ouad,TN3258,TN325854,located,,,,,,,red,0,1069,466,454,43.5921,96.2555,saied
20030710203,المنستير,المكنين,راس الوادي,م إبتدائية الاخلاق بالمكنين - رأس الوادي,Monastir,Moknine,Ras El Ouad,TN3258,TN325854,located,,,,,,,red,0,1069,397,389,37.1375,95.6298,saied
20030710204,المنستير,المكنين,راس الوادي,م إبتدائية الاخلاق بالمكنين - رأس الوادي,Monastir,Moknine,Ras El Ouad,TN3258,TN325854,located,,,,,,,red,0,866,371,366,42.8406,96.1749,saied
20030710301,المنستير,المكنين,راس الوادي,م إبتدائية الحرية – رأس الوادي,Monastir,Moknine,Ras El Ouad,TN3258,TN325854,read,...,0,0,0,0,0,red,0,715,306,296,42.7972,94.9324,saied
20030710302,المنستير,المكنين,راس الوادي,م إبتدائية الحرية – رأس الوادي,Monastir,Moknine,Ras El Ouad,TN3258,TN325854,located,,,,,,,red,0,714,263,256,36.8347,94.5312,saied
20030710401,المنستير,المكنين,راس الوادي,م إبتدائية النور بالمكنين - رأس الوادي,Monastir,Moknine,Ras El Ouad,TN3258,TN325854,located,,,,,,,red,0,1092,516,503,47.2527,94.6322,saied
20030710402,المنستير,المكنين,راس الوادي,م إبتدائية النور بالمكنين - رأس الوادي,Monastir,Moknine,Ras El Ouad,TN3258,TN325854,located,,,,,,,red,0,1092,483,476,44.2308,95.7983,saied
20030710403,المنستير,المكنين,راس الوادي,م إبتدائية النور بالمكنين - رأس الوادي,Monastir,Moknine,Ras El Ouad,TN3258,TN325854,located,,,,,,,red,0,1092,427,415,39.1026,96.1446,saied
20030710404,المنستير,المكنين,راس الوادي,م إبتدائية النور بالمكنين - رأس الوادي,Monastir,Moknine,Ras El Ouad,TN3258,TN325854,located,,,,,,,red,0,1092,395,384,36.1722,94.5312,saied
20030810101,المنستير,المكنين,سيدي بنور,خيمة منطقة السواني,Monastir,Moknine,Sidi Bennour,TN3258,TN325857,located,,,,,,,red,0,154,91,89,59.0909,95.5056,saied
20030810201,المنستير,المكنين,سيدي بنور,خيمة منطقة اللطيفات-الدلالات,Monastir,Moknine,Sidi Bennour,TN3258,TN325857,read,...,0,0,0,0,0,red,0,128,78,77,60.9375,97.4026,saied
20030810301,المنستير,المكنين,سيدي بنور,م إبتدائية الحوم سيدي بنور,Monastir,Moknine,Sidi Bennour,TN3258,TN325857,read,s..,1,1,0,0,0,red,0,652,286,284,43.8650,96.4789,saied
20030810401,المنستير,المكنين,سيدي بنور,م إبتدائية سيدي بنور الحي الجديد,Monastir,Moknine,Sidi Bennour,TN3258,TN325857,located,,,,,,,red,0,858,254,247,29.6037,95.1417,saied
20030810402,المنستير,المكنين,سيدي بنور,م إبتدائية سيدي بنور الحي الجديد,Monastir,Moknine,Sidi Bennour,TN3258,TN325857,located,,,,,,,red,0,857,194,190,22.6371,95.7895,saied
20030810501,المنستير,المكنين,سيدي بنور,م إبتدائية سيدي بنور أولاد سعيد,Monastir,Moknine,Sidi Bennour,TN3258,TN325857,located,,,,,,,red,0,910,209,189,22.9670,94.1799,saied
20030910201,المنستير,المكنين,عميرة التوازرة,م إبتدائية ابن خلدون التوازرة - التوازرة الشمالية,Monastir,Moknine,Amiret Touazra,TN3258,TN325862,located,,,,,,,red,0,829,279,275,33.6550,97.8182,saied
20030910301,المنستير,المكنين,عميرة التوازرة,م إبتدائية المثابرة التوازرة - عميرة التوازرة,Monastir,Moknine,Amiret Touazra,TN3258,TN325862,located,,,,,,,red,0,1022,400,390,39.1389,95.3846,saied
20030910401,المنستير,المكنين,عميرة التوازرة,م إبتدائية النصر التوازرة - التوازرة الشمالية,Monastir,Moknine,Amiret Touazra,TN3258,TN325862,located,,,,,,,red,0,666,211,209,31.6817,98.5646,saied
20031010101,المنستير,المكنين,عميرة التوازرة الجنوبية,م إ الرشاد التوازرة - عميرة التوازرة الجنوبية,Monastir,Moknine,Amiret Touazra Sud,TN3258,TN325863,located,,,,,,,red,0,667,288,284,43.1784,97.8873,saied
20031010201,المنستير,المكنين,عميرة التوازرة الجنوبية,م إبتدائية السميرات حسن بن ابراهيم - عميرة التوازرة الجنوبية,Monastir,Moknine,Amiret Touazra Sud,TN3258,TN325863,read,s..,1,1,0,0,0,red,0,687,296,287,43.0859,95.8188,saied
20031010202,المنستير,المكنين,عميرة التوازرة الجنوبية,م إبتدائية السميرات حسن بن ابراهيم - عميرة التوازرة الجنوبية,Monastir,Moknine,Amiret Touazra Sud,TN3258,TN325863,located,,,,,,,red,0,687,262,256,38.1368,96.4844,saied
20031110101,المنستير,المكنين,عميرة الحجاج,خيمة أولاد الزريبة,Monastir,Moknine,Amiret El Hojjaj,TN3258,TN325861,read,...,0,0,0,0,0,red,0,538,,180,,97.2222,saied
20031110201,المنستير,المكنين,عميرة الحجاج,خيمة أولاد مي,Monastir,Moknine,Amiret El Hojjaj,TN3258,TN325861,located,,,,,,,red,0,180,100,99,55.5556,96.9697,saied
20031110301,المنستير,المكنين,الشراحيل,خيمة حي العمران,Monastir,Moknine,Cherahil,TN3258,TN325859,located,,,,,,,red,0,272,173,167,63.6029,98.2036,saied
20031110401,المنستير,المكنين,عميرة الحجاج,م إبتدائية الاضياف - عميرة الحجاج,Monastir,Moknine,Amiret El Hojjaj,TN3258,TN325861,located,,,,,,,red,0,835,401,393,48.0240,98.7277,saied
20031110501,المنستير,المكنين,عميرة الحجاج,م إبتدائية الحجاج - عميرة الحجاج,Monastir,Moknine,Amiret El Hojjaj,TN3258,TN325861,located,,,,,,,red,0,829,279,275,33.6550,97.8182,saied
20031110502,المنستير,المكنين,عميرة الحجاج,م إبتدائية الحجاج - عميرة الحجاج,Monastir,Moknine,Amiret El Hojjaj,TN3258,TN325861,located,,,,,,,red,0,828,208,200,25.1208,95.5000,saied
20031110601,المنستير,المكنين,عميرة الحجاج,م إبتدائية المرازقة بالفحول - عميرة الحجاج,Monastir,Moknine,Amiret El Hojjaj,TN3258,TN325861,located,,,,,,,red,0,700,199,194,28.4286,95.8763,saied
20031110701,المنستير,المكنين,عميرة الحجاج,م إبتدائية أولاد جمعة الفوز بالحجاج - عميرة الحجاج,Monastir,Moknine,Amiret El Hojjaj,TN3258,TN325861,read,...,0,0,0,0,0,red,0,587,237,229,40.3748,96.0699,saied
20031110801,المنستير,المكنين,عميرة الحجاج,م إبتدائية أولاد عزيزة الحجاج - عميرة الحجاج,Monastir,Moknine,Amiret El Hojjaj,TN3258,TN325861,located,,,,,,,red,0,888,382,369,43.0180,96.4770,saied
20031110802,المنستير,المكنين,عميرة الحجاج,م إبتدائية أولاد عزيزة الحجاج - عميرة الحجاج,Monastir,Moknine,Amiret El Hojjaj,TN3258,TN325861,located,,,,,,,red,0,888,313,311,35.2477,99.0354,saied
20031210101,المنستير,المكنين,عميرة الفحول,خيمة منطقة الزراطة,Monastir,Moknine,Amiret El Fehoul,TN3258,TN325860,located,,,,,,,red,0,188,161,161,85.6383,98.7578,saied
20031210103,المنستير,بنبلة,بنبلة,م إبتدائية بورقيبة بنبلة,Monastir,Bembla,Bembla,TN3257,TN325751,located,,,,,,,red,0,1079,276,270,25.5792,94.8148,saied
20031210201,المنستير,المكنين,عميرة الفحول,م إبتدائية الفحول - عميرة الفحول,Monastir,Moknine,Amiret El Fehoul,TN3258,TN325860,read,...,0,0,0,0,0,red,0,656,276,268,42.0732,95.5224,saied
20031210202,المنستير,المكنين,عميرة الفحول,م إبتدائية الفحول - عميرة الفحول,Monastir,Moknine,Amiret El Fehoul,TN3258,TN325860,located,,,,,,,red,0,656,227,222,34.6037,94.1441,saied
20031210301,المنستير,المكنين,عميرة الفحول,م إبتدائية الفحول الجديدة - عميرة الفحول,Monastir,Moknine,Amiret El Fehoul,TN3258,TN325860,located,,,,,,,red,0,498,184,176,36.9478,97.1591,saied
20031210401,المنستير,المكنين,عميرة الفحول,م إبتدائية أولاد بوسيف الفحول - عميرة الفحول,Monastir,Moknine,Amiret El Fehoul,TN3258,TN325860,located,,,,,,,red,0,,,249,,97.5904,saied
20031210501,المنستير,المكنين,عميرة الفحول,م إبتدائية فحول العهد الجديد - عميرة الفحول,Monastir,Moknine,Amiret El Fehoul,TN3258,TN325860,read,...,0,0,0,0,0,red,0,560,221,215,39.4643,98.6047,saied
20031210601,المنستير,المكنين,عميرة الفحول,م إبتدائية فرج الحاج عثمان القراوة - عميرة الفحول,Monastir,Moknine,Amiret El Fehoul,TN3258,TN325860,located,,,,,,,red,0,765,285,280,37.2549,93.9286,saied
20031310101,المنستير,المكنين,منزل فارسي,م إبتدائية الشواشين - منزل فارسي,Monastir,Moknine,Menzel Farsi,TN3258,TN325858,located,,,,,,,red,0,,,127,,99.2126,saied
20031310201,المنستير,المكنين,منزل فارسي,م إبتدائية منزل فارسي,Monastir,Moknine,Menzel Farsi,TN3258,TN325858,located,,,,,,,red,0,1257,500,487,39.7772,96.5092,saied
20031310202,المنستير,المكنين,منزل فارسي,م إبتدائية منزل فارسي,Monastir,Moknine,Menzel Farsi,TN3258,TN325858,located,,,,,,,red,0,1256,359,345,28.5828,97.6812,saied
20040110101,المنستير,المنستير,الحلية,م إبتدائية الفرينة المنستير - الحلية,Monastir,Monastir,El Helia,TN3251,TN325155,located,,,,,,,red,0,1254,373,354,29.7448,93.2203,saied
20040110102,المنستير,المنستير,الحلية,م إبتدائية الفرينة المنستير - الحلية,Monastir,Monastir,El Helia,TN3251,TN325155,located,,,,,,,red,0,754,339,331,44.9602,93.6556,saied
20040110201,المنستير,المنستير,الحلية,م إبتدائية حي البساتين- الحلية,Monastir,Monastir,El Helia,TN3251,TN325155,located,,,,,,,red,0,932,330,323,35.4077,92.5697,saied
20040110202,المنستير,المنستير,الحلية,م إبتدائية حي البساتين- الحلية,Monastir,Monastir,El Helia,TN3251,TN325155,located,,,,,,,red,0,,,287,,93.0314,saied
20040110203,المنستير,المنستير,الحلية,م إبتدائية حي البساتين- الحلية,Monastir,Monastir,El Helia,TN3251,TN325155,located,,,,,,,red,0,930,253,245,27.2043,94.2857,saied
20040110301,المنستير,المنستير,الحلية,م إبتدائية حي السلام - الحلية,Monastir,Monastir,El Helia,TN3251,TN325155,located,,,,,,,red,0,1054,282,272,26.7552,96.6912,saied
20040110302,المنستير,المنستير,الحلية,م إبتدائية حي السلام - الحلية,Monastir,Monastir,El Helia,TN3251,TN325155,located,,,,,,,red,0,1054,208,205,19.7343,97.0732,saied
