adm4_pcode,governorate_name,delegation_name,imada_name,n_stations,n_read,read_pct,stations_with_any,any_pct,any_lo_pct,any_hi_pct,representatives,reps_per_100_stations,reps_saied,reps_zammel,reps_maghzaoui,stations_with_saied,stations_with_zammel,stations_with_maghzaoui,stations_with_saied_pct,stations_with_zammel_pct,stations_with_maghzaoui_pct,unattributed
TN176055,Bizerte,Utique,El Mabtouh,1,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN176056,Bizerte,Utique,Ain Ghelal,3,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN176057,Bizerte,Utique,Sidi Othman,1,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN176058,Bizerte,Utique,Bach Hamba,3,2,66.7,2,100.0,34.2,100.0,2,100.0,2,0,0,2,0,0,100.0,0.0,0.0,1
TN176151,Bizerte,Ghar El Melh,Ghar El Meleh,5,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN176152,Bizerte,Ghar El Melh,Bajou,3,1,33.3,1,100.0,20.7,100.0,1,100.0,1,0,0,1,0,0,100.0,0.0,0.0,0
TN176153,Bizerte,Ghar El Melh,Ousja,7,3,42.9,2,66.7,20.8,93.9,2,66.7,2,0,0,2,0,0,66.7,0.0,0.0,0
TN176154,Bizerte,Ghar El Melh,Zouaouine,3,2,66.7,2,100.0,34.2,100.0,2,100.0,2,0,0,2,0,0,100.0,0.0,0.0,0
TN176251,Bizerte,Menzel Jemil,Menzel Djemil Est,14,1,7.1,1,100.0,20.7,100.0,1,100.0,1,0,0,1,0,0,100.0,0.0,0.0,0
TN176252,Bizerte,Menzel Jemil,Menzel Djemil Ouest,7,3,42.9,1,33.3,6.1,79.2,2,66.7,2,0,0,1,0,0,33.3,0.0,0.0,0
TN176253,Bizerte,Menzel Jemil,Menzel Abderrahmen Est,8,2,25.0,2,100.0,34.2,100.0,2,100.0,2,0,0,2,0,0,100.0,0.0,0.0,0
TN176254,Bizerte,Menzel Jemil,Menzel Abderrahmen Ouest,6,1,16.7,1,100.0,20.7,100.0,1,100.0,1,0,0,1,0,0,100.0,0.0,0.0,0
TN176255,Bizerte,Menzel Jemil,El Azib,5,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN176351,Bizerte,El Alia,Sidi Ali Chabab,2,1,50.0,1,100.0,20.7,100.0,1,100.0,1,0,0,1,0,0,100.0,0.0,0.0,0
TN176352,Bizerte,El Alia,El Alia Nord,7,1,14.3,1,100.0,20.7,100.0,2,200.0,2,0,0,1,0,0,100.0,0.0,0.0,0
TN176353,Bizerte,El Alia,El Alia Sud,10,3,30.0,3,100.0,43.8,100.0,3,100.0,3,0,0,3,0,0,100.0,0.0,0.0,0
TN176354,Bizerte,El Alia,El Khetmine,5,1,20.0,1,100.0,20.7,100.0,1,100.0,1,0,0,1,0,0,100.0,0.0,0.0,0
TN176451,Bizerte,Ras Jebel,Ras El Djebel Nord,15,2,13.3,2,100.0,34.2,100.0,2,100.0,2,0,0,2,0,0,100.0,0.0,0.0,0
TN176452,Bizerte,Ras Jebel,Ras El Djebel Sud,10,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN176453,Bizerte,Ras Jebel,Metline,8,2,25.0,1,50.0,9.5,90.5,1,50.0,1,0,0,1,0,0,50.0,0.0,0.0,0
TN176454,Bizerte,Ras Jebel,Metline Ouest,3,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN176455,Bizerte,Ras Jebel,Sounine,3,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN176456,Bizerte,Ras Jebel,Rafraf,10,4,40.0,4,100.0,51.0,100.0,4,100.0,4,0,0,4,0,0,100.0,0.0,0.0,0
TN176457,Bizerte,Ras Jebel,El Garia,2,1,50.0,0,0.0,0.0,79.3,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN215151,Béja,Béja Nord,Beja,11,2,18.2,2,100.0,34.2,100.0,3,150.0,3,0,0,2,0,0,100.0,0.0,0.0,0
TN215152,Béja,Béja Nord,El Mzara,10,2,20.0,1,50.0,9.5,90.5,1,50.0,1,0,0,1,0,0,50.0,0.0,0.0,0
TN215153,Béja,Béja Nord,Ksar Bardo,7,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN215154,Béja,Béja Nord,Zouabi,5,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN215155,Béja,Béja Nord,El Manar,6,1,16.7,0,0.0,0.0,79.3,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN215156,Béja,Béja Nord,El Kasba,3,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN215157,Béja,Béja Nord,Azra,2,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN215158,Béja,Béja Nord,El Ghriria,2,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN215159,Béja,Béja Nord,El Mounchar,4,2,50.0,1,50.0,9.5,90.5,1,50.0,1,0,0,1,0,0,50.0,0.0,0.0,0
TN215160,Béja,Béja Nord,Ksar Mezouar,4,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN215161,Béja,Béja Nord,Bou Hzam,2,1,50.0,1,100.0,20.7,100.0,2,200.0,2,0,0,1,0,0,100.0,0.0,0.0,0
TN215162,Béja,Béja Nord,En-Nakachia,2,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN215163,Béja,Béja Nord,El Ghraba,2,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN215164,Béja,Béja Nord,Ain Soltane,2,1,50.0,1,100.0,20.7,100.0,1,100.0,1,0,0,1,0,0,100.0,0.0,0.0,0
TN215251,Béja,Béja Sud,Sidi Fredj,4,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN215252,Béja,Béja Sud,El Haouari,7,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN215253,Béja,Béja Sud,El Maagoula,6,2,33.3,2,100.0,34.2,100.0,3,150.0,3,0,0,2,0,0,100.0,0.0,0.0,0
TN215254,Béja,Béja Sud,Hammam Siala,2,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN215255,Béja,Béja Sud,Sidi Smail,5,2,40.0,1,50.0,9.5,90.5,1,50.0,1,0,0,1,0,0,50.0,0.0,0.0,0
TN215256,Béja,Béja Sud,Mekhachbia,2,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN215257,Béja,Béja Sud,Sidi Es-Shili,2,1,50.0,1,100.0,20.7,100.0,1,100.0,1,0,0,1,0,0,100.0,0.0,0.0,0
TN215258,Béja,Béja Sud,Zouagha,2,1,50.0,0,0.0,0.0,79.3,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN215259,Béja,Béja Sud,Mestouta,1,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN215351,Béja,Amdoun,Zahret Medien,5,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN215352,Béja,Amdoun,Zahret Medien Sud,2,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN215353,Béja,Amdoun,El Fraijia,1,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN215354,Béja,Amdoun,El Ghorfa,1,1,100.0,1,100.0,20.7,100.0,2,200.0,2,0,0,1,0,0,100.0,0.0,0.0,0
TN215355,Béja,Amdoun,Romadhnia,1,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN215356,Béja,Amdoun,Maghraoua,1,1,100.0,1,100.0,20.7,100.0,2,200.0,2,0,0,1,0,0,100.0,0.0,0.0,0
TN215357,Béja,Amdoun,Sabah,1,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN215358,Béja,Amdoun,El Mejaless,2,1,50.0,1,100.0,20.7,100.0,2,200.0,2,0,0,1,0,0,100.0,0.0,0.0,0
TN215359,Béja,Amdoun,El Hamra,2,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN215360,Béja,Amdoun,Ghazia,2,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN215361,Béja,Amdoun,Malek,1,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN215362,Béja,Amdoun,Tarhouni,1,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN215363,Béja,Amdoun,El Goussa,2,1,50.0,1,100.0,20.7,100.0,2,200.0,2,0,0,1,0,0,100.0,0.0,0.0,0
TN215364,Béja,Amdoun,El Djouza,1,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN215451,Béja,Nefza,Nefza Est,5,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN215452,Béja,Nefza,Nefza Ouest,7,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN215453,Béja,Nefza,Ouachtata,4,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN215454,Béja,Nefza,Kap Negro,2,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN215455,Béja,Nefza,Ezzouaraa,3,1,33.3,1,100.0,20.7,100.0,2,200.0,2,0,0,1,0,0,100.0,0.0,0.0,1
TN215456,Béja,Nefza,Bou-Zenna,2,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN215457,Béja,Nefza,Maktaa Hadid,1,1,100.0,1,100.0,20.7,100.0,1,100.0,1,0,0,1,0,0,100.0,0.0,0.0,0
TN215458,Béja,Nefza,Bellif,2,1,50.0,1,100.0,20.7,100.0,2,200.0,1,0,1,1,0,1,100.0,0.0,100.0,0
TN215459,Béja,Nefza,Djebel Ediss,5,2,40.0,2,100.0,34.2,100.0,2,100.0,2,0,0,2,0,0,100.0,0.0,0.0,0
TN215460,Béja,Nefza,Fatnassa,2,1,50.0,1,100.0,20.7,100.0,2,200.0,2,0,0,1,0,0,100.0,0.0,0.0,0
TN215461,Béja,Nefza,Ghayadha,1,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN215462,Béja,Nefza,Zaga,3,2,66.7,2,100.0,34.2,100.0,3,150.0,3,0,0,2,0,0,100.0,0.0,0.0,0
TN215463,Béja,Nefza,Tebaba,2,2,100.0,2,100.0,34.2,100.0,2,100.0,2,0,0,2,0,0,100.0,0.0,0.0,0
TN215464,Béja,Nefza,Oued El Maaden,2,1,50.0,1,100.0,20.7,100.0,2,200.0,2,0,0,1,0,0,100.0,0.0,0.0,0
TN215465,Béja,Nefza,Djamila,4,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN215466,Béja,Nefza,Dehiret,2,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN215551,Béja,Téboursouk,Teboursouk Ville,3,1,33.3,1,100.0,20.7,100.0,1,100.0,1,0,0,1,0,0,100.0,0.0,0.0,0
TN215552,Béja,Téboursouk,Ain El Karma,4,1,25.0,1,100.0,20.7,100.0,1,100.0,1,0,0,1,0,0,100.0,0.0,0.0,0
TN215553,Béja,Téboursouk,El Menchia,4,1,25.0,1,100.0,20.7,100.0,1,100.0,1,0,0,1,0,0,100.0,0.0,0.0,0
TN215554,Béja,Téboursouk,Dougga,3,1,33.3,0,0.0,0.0,79.3,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN215555,Béja,Téboursouk,Rihana,1,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN215556,Béja,Téboursouk,Ain El Melliti,2,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN215557,Béja,Téboursouk,Fadden Es-Souk,2,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN215558,Béja,Téboursouk,Ain El Hammam,1,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN215559,Béja,Téboursouk,Ain Djammala,2,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN215560,Béja,Téboursouk,Bir Ettouta,2,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN215651,Béja,Thibar,Tibar,3,3,100.0,3,100.0,43.8,100.0,3,100.0,3,0,0,3,0,0,100.0,0.0,0.0,0
TN215652,Béja,Thibar,Djebba,3,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN215653,Béja,Thibar,Ain Ed-Defali,2,1,50.0,1,100.0,20.7,100.0,2,200.0,2,0,0,1,0,0,100.0,0.0,0.0,0
TN215654,Béja,Thibar,En-Nechima,2,1,50.0,0,0.0,0.0,79.3,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN215751,Béja,Testour,Testour,2,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN215752,Béja,Testour,Ibn Zeydoun,4,1,25.0,0,0.0,0.0,79.3,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,1
TN215753,Béja,Testour,Cite 26 Fevrier,6,2,33.3,2,100.0,34.2,100.0,3,150.0,3,0,0,2,0,0,100.0,0.0,0.0,0
TN215754,Béja,Testour,Mezougha,2,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN215755,Béja,Testour,Zeldou,3,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN215756,Béja,Testour,Ouled Salama,2,1,50.0,0,0.0,0.0,79.3,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN215757,Béja,Testour,Es-Slouguia,6,1,16.7,1,100.0,20.7,100.0,2,200.0,2,0,0,1,0,0,100.0,0.0,0.0,0
TN215758,Béja,Testour,Ain Younes,3,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN215759,Béja,Testour,Es-Sekhira,2,1,50.0,1,100.0,20.7,100.0,1,100.0,1,0,0,1,0,0,100.0,0.0,0.0,0
TN215760,Béja,Testour,Oued Ezzargua,4,2,50.0,1,50.0,9.5,90.5,1,50.0,1,0,0,1,0,0,50.0,0.0,0.0,0
TN215761,Béja,Testour,Sidi Abdelaziz,1,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN215762,Béja,Testour,Sidi Ameur,1,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN215851,Béja,Goubellat,Goubellat,6,2,33.3,1,50.0,9.5,90.5,2,100.0,2,0,0,1,0,0,50.0,0.0,0.0,1
TN215852,Béja,Goubellat,El Gammarthi,1,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN215853,Béja,Goubellat,Guerram,1,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN215854,Béja,Goubellat,Dour Esmail,2,1,50.0,1,100.0,20.7,100.0,2,200.0,2,0,0,1,0,0,100.0,0.0,0.0,0
TN215855,Béja,Goubellat,Bir El Euch,2,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN215856,Béja,Goubellat,Kheniguet Ed-Dahane,1,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN215857,Béja,Goubellat,Khacheb,2,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN215858,Béja,Goubellat,Cheikh El Ouediane,2,2,100.0,1,50.0,9.5,90.5,1,50.0,1,0,0,1,0,0,50.0,0.0,0.0,0
TN215951,Béja,Mejez El Bab,Medjez El Bab Ville,5,1,20.0,0,0.0,0.0,79.3,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN215952,Béja,Mejez El Bab,Medjez El Bab Sud,4,1,25.0,0,0.0,0.0,79.3,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN215953,Béja,Mejez El Bab,Sidi Medien,2,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN215954,Béja,Mejez El Bab,El Ksar,2,1,50.0,0,0.0,0.0,79.3,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN215955,Béja,Mejez El Bab,El Heri,2,1,50.0,0,0.0,0.0,79.3,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN215956,Béja,Mejez El Bab,Tokaber,2,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN215957,Béja,Mejez El Bab,Chaouach,1,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN215958,Béja,Mejez El Bab,Sidi Nasr,3,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN215959,Béja,Mejez El Bab,Sidi Ahmed El Jedidi,1,1,100.0,0,0.0,0.0,79.3,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN215960,Béja,Mejez El Bab,El Gueriaat,2,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN215961,Béja,Mejez El Bab,Hidouss,1,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN215962,Béja,Mejez El Bab,El Mouatiss,7,1,14.3,0,0.0,0.0,79.3,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN215963,Béja,Mejez El Bab,Guerich El Ouedi,1,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN215964,Béja,Mejez El Bab,Sidi Erraies,6,2,33.3,0,0.0,0.0,65.8,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN225151,Jendouba,Jendouba Sud,Ezzeghaida,8,1,12.5,0,0.0,0.0,79.3,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN225152,Jendouba,Jendouba Sud,Jendouba Sud,12,6,50.0,2,33.3,9.7,70.0,3,50.0,3,0,0,2,0,0,33.3,0.0,0.0,0
TN225153,Jendouba,Jendouba Sud,En-Nour,13,3,23.1,2,66.7,20.8,93.9,2,66.7,1,0,1,1,0,1,33.3,0.0,33.3,0
TN225154,Jendouba,Jendouba Sud,Es-Saada,3,1,33.3,1,100.0,20.7,100.0,1,100.0,1,0,0,1,0,0,100.0,0.0,0.0,0
TN225155,Jendouba,Jendouba Sud,El Malga,4,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN225156,Jendouba,Jendouba Sud,Ettataouer,7,1,14.3,1,100.0,20.7,100.0,1,100.0,1,0,0,1,0,0,100.0,0.0,0.0,0
TN225157,Jendouba,Jendouba Sud,Souk Es-Sebt,4,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN225158,Jendouba,Jendouba Sud,El Aitha,4,1,25.0,0,0.0,0.0,79.3,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN225159,Jendouba,Jendouba Sud,Ain Karima,2,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN225160,Jendouba,Jendouba Sud,Maalla,1,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN225161,Jendouba,Jendouba Sud,El-Jerif,4,3,75.0,3,100.0,43.8,100.0,3,100.0,3,0,0,3,0,0,100.0,0.0,0.0,0
TN225162,Jendouba,Jendouba Sud,El Azima,3,1,33.3,0,0.0,0.0,79.3,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN225251,Jendouba,Jendouba Nord,El Ferdous,10,2,20.0,1,50.0,9.5,90.5,1,50.0,1,0,0,1,0,0,50.0,0.0,0.0,0
TN225252,Jendouba,Jendouba Nord,El Hedi Ben Hassine,4,1,25.0,0,0.0,0.0,79.3,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN225253,Jendouba,Jendouba Nord,Ezzouhour,2,1,50.0,1,100.0,20.7,100.0,2,200.0,2,0,0,1,0,0,100.0,0.0,0.0,0
TN225254,Jendouba,Jendouba Nord,El Khadhra,3,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN225255,Jendouba,Jendouba Nord,Es-Souani,3,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN225256,Jendouba,Jendouba Nord,Bulla-Regja,4,1,25.0,1,100.0,20.7,100.0,2,200.0,2,0,0,1,0,0,100.0,0.0,0.0,0
TN225257,Jendouba,Jendouba Nord,Zatfoura,4,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN225258,Jendouba,Jendouba Nord,Chemtou,3,1,33.3,0,0.0,0.0,79.3,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN225259,Jendouba,Jendouba Nord,Ed-Dir,3,2,66.7,2,100.0,34.2,100.0,5,250.0,5,0,0,2,0,0,100.0,0.0,0.0,0
TN225260,Jendouba,Jendouba Nord,Souk Djemaa,3,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN225351,Jendouba,Bousalem,Bou Salem Nord,13,2,15.4,1,50.0,9.5,90.5,1,50.0,1,0,0,1,0,0,50.0,0.0,0.0,0
TN225352,Jendouba,Bousalem,Bou Salem Sud,2,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN225353,Jendouba,Bousalem,Erroumani,2,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN225354,Jendouba,Bousalem,El Brahmi,3,1,33.3,1,100.0,20.7,100.0,1,100.0,1,0,0,1,0,0,100.0,0.0,0.0,0
TN225355,Jendouba,Bousalem,El Marja,3,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN225356,Jendouba,Bousalem,Bir Lakhdar,4,1,25.0,0,0.0,0.0,79.3,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN225357,Jendouba,Bousalem,El Koudia,2,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN225358,Jendouba,Bousalem,El Msanghouche,4,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN225359,Jendouba,Bousalem,Sidi Abid,2,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN225451,Jendouba,Tabarka,Tabarka,13,3,23.1,1,33.3,6.1,79.2,2,66.7,1,0,1,1,0,1,33.3,0.0,33.3,0
TN225452,Jendouba,Tabarka,Raihane,7,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN225453,Jendouba,Tabarka,El Hamdia,8,2,25.0,1,50.0,9.5,90.5,1,50.0,1,0,0,1,0,0,50.0,0.0,0.0,0
TN225454,Jendouba,Tabarka,El Hammam,3,1,33.3,1,100.0,20.7,100.0,1,100.0,1,0,0,1,0,0,100.0,0.0,0.0,0
TN225455,Jendouba,Tabarka,Ain Es-Sobh,6,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN225456,Jendouba,Tabarka,Nadhour,5,4,80.0,3,75.0,30.1,95.4,5,125.0,5,0,0,3,0,0,75.0,0.0,0.0,0
TN225457,Jendouba,Tabarka,Melloula,1,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN225458,Jendouba,Tabarka,Ain Es-Snoussi,4,1,25.0,1,100.0,20.7,100.0,1,100.0,1,0,0,1,0,0,100.0,0.0,0.0,0
TN225551,Jendouba,Aïn Draham,Ain Drahem Ville,10,1,10.0,0,0.0,0.0,79.3,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN225552,Jendouba,Aïn Draham,Ain Draham Banlieue,3,1,33.3,1,100.0,20.7,100.0,1,100.0,1,0,0,1,0,0,100.0,0.0,0.0,0
TN225553,Jendouba,Aïn Draham,Ouled Sedra,3,1,33.3,1,100.0,20.7,100.0,1,100.0,1,0,0,1,0,0,100.0,0.0,0.0,0
TN225554,Jendouba,Aïn Draham,El Atatfa,3,1,33.3,1,100.0,20.7,100.0,1,100.0,1,0,0,1,0,0,100.0,0.0,0.0,0
TN225555,Jendouba,Aïn Draham,El Homrane,2,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN225556,Jendouba,Aïn Draham,Etbainia,3,2,66.7,2,100.0,34.2,100.0,2,100.0,2,0,0,2,0,0,100.0,0.0,0.0,0
TN225557,Jendouba,Aïn Draham,Khemairia,6,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN225558,Jendouba,Aïn Draham,Selloul,3,1,33.3,1,100.0,20.7,100.0,1,100.0,1,0,0,1,0,0,100.0,0.0,0.0,0
TN225559,Jendouba,Aïn Draham,Er-Rouii,3,1,33.3,1,100.0,20.7,100.0,1,100.0,1,0,0,1,0,0,100.0,0.0,0.0,0
TN225560,Jendouba,Aïn Draham,Tegma,2,1,50.0,0,0.0,0.0,79.3,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN225561,Jendouba,Aïn Draham,Ain Salam,2,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN225562,Jendouba,Aïn Draham,Oued Ezzan,1,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN225651,Jendouba,Fernana,Fernana,10,2,20.0,1,50.0,9.5,90.5,1,50.0,1,0,0,1,0,0,50.0,0.0,0.0,0
TN225652,Jendouba,Fernana,Oued Ghrib,5,1,20.0,0,0.0,0.0,79.3,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN225653,Jendouba,Fernana,Rabiaa,2,1,50.0,0,0.0,0.0,79.3,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN225654,Jendouba,Fernana,Ouled Mefada,3,1,33.3,1,100.0,20.7,100.0,2,200.0,2,0,0,1,0,0,100.0,0.0,0.0,0
TN225655,Jendouba,Fernana,El Gouaidia,3,1,33.3,1,100.0,20.7,100.0,2,200.0,2,0,0,1,0,0,100.0,0.0,0.0,0
TN225656,Jendouba,Fernana,Beni M'Tir,1,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN225657,Jendouba,Fernana,Gloub Ethirane,2,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN225658,Jendouba,Fernana,Gloub Ethirane Nord,2,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN225659,Jendouba,Fernana,Hedhil,2,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN225660,Jendouba,Fernana,El Adhar,3,1,33.3,1,100.0,20.7,100.0,1,100.0,1,0,0,1,0,0,100.0,0.0,0.0,0
TN225661,Jendouba,Fernana,Jaouaouada,4,2,50.0,2,100.0,34.2,100.0,2,100.0,2,0,0,2,0,0,100.0,0.0,0.0,0
TN225662,Jendouba,Fernana,Ain El Beya,4,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN225663,Jendouba,Fernana,Bou Hertma,2,1,50.0,1,100.0,20.7,100.0,1,100.0,1,0,0,1,0,0,100.0,0.0,0.0,0
TN225664,Jendouba,Fernana,Halima,4,1,25.0,1,100.0,20.7,100.0,1,100.0,1,0,0,1,0,0,100.0,0.0,0.0,0
TN225665,Jendouba,Fernana,Sidi Ammar,2,1,50.0,0,0.0,0.0,79.3,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN225751,Jendouba,Ghardimaou,Ghardimaou,16,2,12.5,2,100.0,34.2,100.0,2,100.0,2,0,0,2,0,0,100.0,0.0,0.0,0
TN225752,Jendouba,Ghardimaou,Ghardimaou Nord,2,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN225753,Jendouba,Ghardimaou,El Maaden,4,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN225754,Jendouba,Ghardimaou,Er-Rakha,4,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN225755,Jendouba,Ghardimaou,Ain Soltane,4,1,25.0,1,100.0,20.7,100.0,1,100.0,1,0,0,1,0,0,100.0,0.0,0.0,0
TN225756,Jendouba,Ghardimaou,Ouechtata,3,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN225757,Jendouba,Ghardimaou,Ed-Daoura,5,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN225758,Jendouba,Ghardimaou,Es-Sraia,6,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN225759,Jendouba,Ghardimaou,Forgassen,3,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN225760,Jendouba,Ghardimaou,Fej Hassine,3,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN225761,Jendouba,Ghardimaou,Mrassen,4,2,50.0,1,50.0,9.5,90.5,1,50.0,1,0,0,1,0,0,50.0,0.0,0.0,0
