pdf_path,filename,governorate,constituency,imada,pages,official_count,extracted_count,completeness_pct,is_diaspora
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/الكاف/0702_الكاف الغربية - الكاف الشرقية/الحوارث الشمالية.pdf,الحوارث الشمالية.pdf,الكاف,الكاف الغربية - الكاف الشرقية,الحوارث الشمالية,135,5883,5883,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/الكاف/0702_الكاف الغربية - الكاف الشرقية/الزعفران.pdf,الزعفران.pdf,الكاف,الكاف الغربية - الكاف الشرقية,الزعفران,86,3734,3734,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/الكاف/0702_الكاف الغربية - الكاف الشرقية/الشرفيين.pdf,الشرفيين.pdf,الكاف,الكاف الغربية - الكاف الشرقية,الشرفيين,172,7500,7500,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/الكاف/0702_الكاف الغربية - الكاف الشرقية/بنعنين.pdf,بنعنين.pdf,الكاف,الكاف الغربية - الكاف الشرقية,بنعنين,161,7031,7031,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/الكاف/0702_الكاف الغربية - الكاف الشرقية/حشاد.pdf,حشاد.pdf,الكاف,الكاف الغربية - الكاف الشرقية,حشاد,165,7181,7181,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/الكاف/0702_الكاف الغربية - الكاف الشرقية/دير الكاف.pdf,دير الكاف.pdf,الكاف,الكاف الغربية - الكاف الشرقية,دير الكاف,91,3928,3928,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/الكاف/0702_الكاف الغربية - الكاف الشرقية/وادي الرمل الجنوبية.pdf,وادي الرمل الجنوبية.pdf,الكاف,الكاف الغربية - الكاف الشرقية,وادي الرمل الجنوبية,106,4620,4620,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/الكاف/0702_الكاف الغربية - الكاف الشرقية/وادي الرمل الشمالية.pdf,وادي الرمل الشمالية.pdf,الكاف,الكاف الغربية - الكاف الشرقية,وادي الرمل الشمالية,30,1265,1265,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/الكاف/0702_الكاف الغربية - الكاف الشرقية/وادي السواني.pdf,وادي السواني.pdf,الكاف,الكاف الغربية - الكاف الشرقية,وادي السواني,40,1706,1706,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/الكاف/0702_الكاف الغربية - الكاف الشرقية/وادي السواني الجنوبية.pdf,وادي السواني الجنوبية.pdf,الكاف,الكاف الغربية - الكاف الشرقية,وادي السواني الجنوبية,24,995,995,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/الكاف/0703_نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان/الأذياب.pdf,الأذياب.pdf,الكاف,نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان,الأذياب,16,622,622,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/الكاف/0703_نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان/الحميمة.pdf,الحميمة.pdf,الكاف,نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان,الحميمة,13,511,511,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/الكاف/0703_نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان/الحوض.pdf,الحوض.pdf,الكاف,نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان,الحوض,29,1202,1202,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/الكاف/0703_نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان/السفاية.pdf,السفاية.pdf,الكاف,نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان,السفاية,12,473,473,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/الكاف/0703_نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان/الشتاتلة.pdf,الشتاتلة.pdf,الكاف,نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان,الشتاتلة,20,793,793,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/الكاف/0703_نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان/الصفصاف.pdf,الصفصاف.pdf,الكاف,نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان,الصفصاف,8,305,305,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/الكاف/0703_نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان/الطابية.pdf,الطابية.pdf,الكاف,نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان,الطابية,19,765,765,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/الكاف/0703_نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان/الطويرف.pdf,الطويرف.pdf,الكاف,نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان,الطويرف,69,2976,2976,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/الكاف/0703_نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان/الفالتة.pdf,الفالتة.pdf,الكاف,نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان,الفالتة,21,843,843,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/الكاف/0703_نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان/القصر.pdf,القصر.pdf,الكاف,نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان,القصر,49,2080,2080,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/الكاف/0703_نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان/المحجوبة.pdf,المحجوبة.pdf,الكاف,نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان,المحجوبة,23,948,948,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/الكاف/0703_نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان/النجاة.pdf,النجاة.pdf,الكاف,نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان,النجاة,11,430,430,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/الكاف/0703_نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان/برج الديوانة.pdf,برج الديوانة.pdf,الكاف,نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان,برج الديوانة,8,278,278,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/الكاف/0703_نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان/بهرة.pdf,بهرة.pdf,الكاف,نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان,بهرة,67,2880,2880,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/الكاف/0703_نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان/بوجابر.pdf,بوجابر.pdf,الكاف,نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان,بوجابر,19,763,763,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/الكاف/0703_نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان/تاجروين الجنوبية.pdf,تاجروين الجنوبية.pdf,الكاف,نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان,تاجروين الجنوبية,138,6006,6006,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/الكاف/0703_نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان/تاجروين الشمالية.pdf,تاجروين الشمالية.pdf,الكاف,نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان,تاجروين الشمالية,20,796,796,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/الكاف/0703_نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان/تل الغزلان.pdf,تل الغزلان.pdf,الكاف,نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان,تل الغزلان,41,1746,1746,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/الكاف/0703_نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان/جرادو.pdf,جرادو.pdf,الكاف,نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان,جرادو,40,1685,1685,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/الكاف/0703_نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان/جزة.pdf,جزة.pdf,الكاف,نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان,جزة,32,1324,1324,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/الكاف/0703_نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان/حي بورقيبة.pdf,حي بورقيبة.pdf,الكاف,نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان,حي بورقيبة,103,4478,4478,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/الكاف/0703_نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان/ساقية سيدي يوسف.pdf,ساقية سيدي يوسف.pdf,الكاف,نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان,ساقية سيدي يوسف,149,6502,6502,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/الكاف/0703_نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان/سد الخير.pdf,سد الخير.pdf,الكاف,نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان,سد الخير,16,659,659,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/الكاف/0703_نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان/سركونة.pdf,سركونة.pdf,الكاف,نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان,سركونة,9,311,311,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/الكاف/0703_نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان/سيدي خيار.pdf,سيدي خيار.pdf,الكاف,نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان,سيدي خيار,45,1905,1905,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/الكاف/0703_نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان/سيدي رابح.pdf,سيدي رابح.pdf,الكاف,نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان,سيدي رابح,37,1541,1541,100.0,0
